id,status,traj,step,moved,sign,file,error,z_extraction [mm],wallclock [s],KE_IE_steady_max [%],KE_IE_overall_max [%],AE_IE_final [%],E_ref [mJ],ETOTAL_drift [%],ALLIE_max [mJ],ALLPW [%],KE_final_over_IE_peak [%],F_n [N],F_t [N],SCOF_mean [-],SCOF_std [-],h_r [mm],h_p [mm],h_fp [mm],quality_flags,in_design,u_X,g_X,u_h,g_h,u_w,g_w,u_eps_c,g_eps_c,u_beta,g_beta,u_K,g_K,u_mu_eff,g_mu_eff,u_phi,g_phi
00034,SUSPECT,3,6,X,-1,Design_00034_Results.csv,,2.0,2378.0,0.08520803555662013,1.242740134177851,1.403441535348413,0.882243812084198,0.26577118884822887,0.5431968569755554,2.106003609746112,0.0010676159972536044,4.506503105163574,2.004974365234375,0.37333136790063043,0.05896646537063093,0.018879494199547098,0.019123721990859148,0.03748458985943678,ALLPW=2.11%>2,1,0.3333333333,20.51971136,1.0,0.45,0.0,-0.35,0.6666666667,0.15,0.0,1.0,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
00035,OK,3,7,w,1,Design_00035_Results.csv,,2.0,2024.0,0.08268970717332429,1.242740134177851,0.8078176506821345,0.8900130391120911,0.028049769283176245,0.5146734118461609,1.762928878435831,0.00220606305430806,4.932305335998535,2.0605459213256836,0.34256098867839857,0.059710769064960555,0.016752380449776606,0.013838521278591252,0.025990804276586718,,1,0.3333333333,20.51971136,1.0,0.45,0.6666666667,0.1166666667,0.6666666667,0.15,0.0,1.0,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
00036,SUSPECT,3,8,beta,1,Design_00036_Results.csv,,2.0,2207.0,0.08802736571515775,1.242740134177851,0.8915503857192123,0.8838131427764893,0.13888597115820123,0.4822249412536621,2.23967461662199,0.003936599841423977,5.203939914703369,2.115756034851074,0.31862023426717373,0.06406368796068737,0.01500104004182684,0.011526009083001162,0.021399318303519613,ALLPW=2.24%>2,1,0.3333333333,20.51971136,1.0,0.45,0.6666666667,0.1166666667,0.6666666667,0.15,0.6666666667,23.66666667,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
00037,MISSING,4,0,,0,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,0.0,12.0,0.3333333333,0.15,0.6666666667,0.1166666667,1.0,0.2,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00038,SUSPECT,4,1,h,1,Design_00038_Results.csv,,2.0,1558.0,2.0586468291377855,12.525599494564437,0.9982403606382874,1.3921488523483276,0.2708185122593046,0.6508030891418457,2.706983363262341,0.0066283843707106134,4.004133701324463,3.2482171058654785,0.7280580948710005,0.045633008763563625,0.009205723850715978,0.013271114546627948,0.032879377014831436,ALLPW=2.71%>2,1,0.0,12.0,1.0,0.45,0.6666666667,0.1166666667,1.0,0.2,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00039,SUSPECT,4,2,w,-1,Design_00039_Results.csv,,2.0,2668.0,0.9349596437143769,12.518398797742897,1.5795212002738928,1.5788898468017578,0.15887607639379653,0.8614175915718079,3.3236331708984013,0.002601245106404707,4.026803016662598,3.6442346572875977,0.8520162560506068,0.05228567105375705,0.010522500400808404,0.014794804980695572,0.0497345908273746,ALLPW=3.32%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,1.0,0.2,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00040,SUSPECT,4,3,eps_c,-1,Design_00040_Results.csv,,2.0,1730.0,0.6651743485642628,12.51043267637283,1.5500630294075661,1.576417326927185,0.16189438845300877,0.8594892621040344,3.2658304475963194,0.0026614888131732176,3.912752628326416,3.579535722732544,0.872729132109755,0.05211887272800403,0.011135549927730647,0.015915989982653662,0.05135601779370301,ALLPW=3.27%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.0,0.778,1.0,0.45,0.6666666667,0.6333333333
00041,SUSPECT,4,4,phi,-1,Design_00041_Results.csv,,2.0,1644.0,0.5985874546584196,12.51043267637283,1.6173418892585938,1.7037290334701538,0.17361356490715205,0.9457280039787292,3.37535199096832,0.0022517568024112617,3.9513890743255615,3.783752679824829,0.9328070911704844,0.06592022276484637,0.010894113817831879,0.016630272541274155,0.05295102000991168,ALLPW=3.38%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.0,0.778,1.0,0.45,0.0,0.0
00042,SUSPECT,4,5,K,1,Design_00042_Results.csv,,2.0,2480.0,0.994197084039057,12.529827878581193,1.4458867682238867,1.5707956552505493,0.2927929629707207,0.8018159866333008,3.5056271581035405,0.0030736120194654847,3.6199560165405273,3.570136547088623,0.9052205279870833,0.07516252223642819,0.013437953168483901,0.019426578386943238,0.042857080500344064,ALLPW=3.51%>2,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.6666666667,0.926,1.0,0.45,0.0,0.0
00043,OK,4,6,mu_eff,-1,Design_00043_Results.csv,,2.0,1975.0,0.20724313428876667,9.679879772280303,1.1022468594174373,0.8116786479949951,0.27385115028167734,0.39817532896995544,1.5742595046097332,0.0021873645290630453,3.349522113800049,1.754082441329956,0.49397105222928567,0.01705756264622031,0.014607335196576829,0.01540814273938397,0.02838803664976074,,1,0.0,12.0,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.6666666667,0.926,0.3333333333,0.1833333333,0.0,0.0
00044,OK,4,7,X,1,Design_00044_Results.csv,,2.0,3412.0,0.07753408087437016,1.01256325539977,1.7917192069899432,1.31331205368042,0.15976648518724937,0.7945781350135803,1.8407035614049736,0.0006566023347660823,5.121498107910156,2.7362682819366455,0.49272091805060675,0.02425763496332218,0.02418169040749349,0.021782468040392626,0.04150852364534651,,1,0.6666666667,35.08821286,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.0,1.0,0.6666666667,0.926,0.3333333333,0.1833333333,0.0,0.0
00045,OK,4,8,beta,1,Design_00045_Results.csv,,2.0,4861.0,0.06320581615365663,1.01256325539977,1.5492504970613157,1.2282218933105469,0.1934203155621935,0.7524264454841614,1.8887572136252178,0.0009747493837759772,5.623656272888184,2.6402032375335693,0.40592488004582494,0.046123462820234905,0.022223774561398894,0.019648249014420735,0.03331105467650424,,1,0.6666666667,35.08821286,1.0,0.45,0.0,-0.35,0.3333333333,0.1,0.6666666667,23.66666667,0.6666666667,0.926,0.3333333333,0.1833333333,0.0,0.0
00046,OK,5,0,,0,Design_00046_Results.csv,,2.0,2842.0,0.05667254439774797,0.959404023483648,1.0790669031596585,1.273545265197754,0.020475497815650483,0.7934572696685791,1.8826061669121597,0.0008356780741444079,6.314637184143066,2.900136947631836,0.36181794340078827,0.06628087773756289,0.021420168690305857,0.01798037391416972,0.03027659959719499,,1,0.6666666667,35.08821286,0.3333333333,0.15,1.0,0.35,0.0,0.05,0.3333333333,12.33333333,0.6666666667,0.926,0.3333333333,0.1833333333,0.6666666667,0.6333333333
00047,OK,5,1,h,1,Design_00047_Results.csv,,2.0,2704.0,0.05547664906399324,0.959404023483648,0.888881811007934,1.2659751176834106,0.02368651450893141,0.7613040208816528,1.8164598848619022,0.0013992855104167825,6.74152135848999,2.891291618347168,0.34876791131840257,0.05797410747284962,0.020081398041877474,0.015325411743889333,0.024318301715140996,,1,0.6666666667,35.08821286,1.0,0.45,1.0,0.35,0.0,0.05,0.3333333333,12.33333333,0.6666666667,0.926,0.3333333333,0.1833333333,0.6666666667,0.6333333333
00048,SUSPECT,5,2,beta,1,Design_00048_Results.csv,,2.0,3555.0,0.060857202074974776,0.959404023483648,1.0165822061912033,1.2638068199157715,0.1880587905293362,0.7277309894561768,2.38077617322135,0.004784728229550169,7.296376705169678,2.985346555709839,0.31088380285215483,0.0645989569875976,0.017811667437712383,0.011445031770441344,0.01708885861528764,ALLPW=2.38%>2,1,0.6666666667,35.08821286,1.0,0.45,1.0,0.35,0.0,0.05,1.0,35.0,0.6666666667,0.926,0.3333333333,0.1833333333,0.6666666667,0.6333333333
00049,SUSPECT,5,3,mu_eff,1,Design_00049_Results.csv,,2.0,3073.0,0.04281067312041314,1.0127205771011805,1.264049736332326,2.4647324085235596,0.13272889556103468,1.3040187358856201,2.7531445286862235,0.00267245682300955,7.108497619628906,5.510256767272949,0.662677783020194,0.07679699392093699,0.019468747210501198,0.01606482004731235,0.030054175301775742,ALLPW=2.75%>2,1,0.6666666667,35.08821286,1.0,0.45,1.0,0.35,0.0,0.05,1.0,35.0,0.6666666667,0.926,1.0,0.45,0.6666666667,0.6333333333
00050,SUSPECT,5,4,X,-1,Design_00050_Results.csv,,2.0,1492.0,2.8498633327048895,12.529827878581193,0.7993221363133124,1.129785180091858,0.036459885832763994,0.38013407588005066,2.7096449617903784,0.017519170794506635,4.12021541595459,2.735572099685669,0.5754609229889608,0.04687678969574679,0.005099435557939672,0.009490191634094449,0.013676838346824318,ALLPW=2.71%>2,1,0.0,12.0,1.0,0.45,1.0,0.35,0.0,0.05,1.0,35.0,0.6666666667,0.926,1.0,0.45,0.6666666667,0.6333333333
