id,status,traj,step,moved,sign,file,error,z_extraction [mm],wallclock [s],KE_IE_steady_max [%],KE_IE_overall_max [%],AE_IE_final [%],E_ref [mJ],ETOTAL_drift [%],ALLIE_max [mJ],ALLPW [%],KE_final_over_IE_peak [%],F_n [N],F_t [N],SCOF_mean [-],SCOF_std [-],h_r [mm],h_p [mm],h_fp [mm],quality_flags,in_design,u_X,g_X,u_h,g_h,u_w,g_w,u_eps_c,g_eps_c,u_beta,g_beta,u_K,g_K,u_mu_eff,g_mu_eff,u_phi,g_phi
00051,SUSPECT,5,5,phi,-1,Design_00051_Results.csv,,2.0,1546.0,2.960792167029286,12.529827878581193,0.823252485230684,1.0302058458328247,0.062291946140201684,0.29483872652053833,2.424696406835784,0.01462857412888744,4.077743053436279,2.333630323410034,0.5454607051384003,0.020734464433145132,0.004401949761017694,0.007768760708589817,0.009029089158179442,ALLPW=2.42%>2,1,0.0,12.0,1.0,0.45,1.0,0.35,0.0,0.05,1.0,35.0,0.6666666667,0.926,1.0,0.45,0.0,0.0
00052,SUSPECT,5,6,K,-1,Design_00052_Results.csv,,2.0,1617.0,2.8192962654306823,12.529827878581193,0.8691870323687779,1.0635076761245728,0.042069555568333895,0.33906248211860657,2.4678989130455498,0.015144113794977173,4.2308268547058105,2.4282689094543457,0.5512789112549358,0.021410376846546196,0.004471680149867595,0.007968842343037977,0.013398259339604469,ALLPW=2.47%>2,1,0.0,12.0,1.0,0.45,1.0,0.35,0.0,0.05,1.0,35.0,0.0,0.778,1.0,0.45,0.0,0.0
00053,SUSPECT,5,7,eps_c,1,Design_00053_Results.csv,,2.0,1543.0,2.9718677198109704,12.529827878581193,0.8799915835018511,1.1202884912490845,0.03605102509017936,0.4071570634841919,2.5157430130752747,0.014613424694691153,4.152174949645996,2.5405662059783936,0.5818218715269096,0.018193777810332015,0.0052348277135014195,0.008897956349510875,0.015786167512676134,ALLPW=2.52%>2,1,0.0,12.0,1.0,0.45,1.0,0.35,0.6666666667,0.15,1.0,35.0,0.0,0.778,1.0,0.45,0.0,0.0
00054,SUSPECT,5,8,w,-1,Design_00054_Results.csv,,2.0,1688.0,2.932599147030443,12.529827878581193,1.2274512887792257,1.341340184211731,0.36387577711898983,0.6425544023513794,2.791833270722114,0.008951520277554517,3.952167272567749,3.032728910446167,0.7021981133753741,0.03298525880192747,0.007442218445452993,0.01197573220894858,0.029346648803876222,ALLPW=2.79%>2,1,0.0,12.0,1.0,0.45,0.3333333333,-0.1166666667,0.6666666667,0.15,1.0,35.0,0.0,0.778,1.0,0.45,0.0,0.0
00055,SUSPECT,6,0,,0,Design_00055_Results.csv,,2.0,2876.0,0.05619687759198516,0.9558913220467022,1.101835544560677,0.7334598302841187,0.26223772316802996,0.6012301445007324,2.726154977394503,0.003368108744565575,6.904087066650391,1.7988730669021606,0.1762901332519639,0.05833457676051106,0.018555517396779242,0.011656489359367382,0.01659754155878162,ALLPW=2.73%>2,1,0.6666666667,35.08821286,0.0,0.0,0.6666666667,0.1166666667,0.0,0.05,1.0,35.0,0.0,0.778,0.0,0.05,0.3333333333,0.3166666667
00056,SUSPECT,6,1,X,-1,Design_00056_Results.csv,,2.0,1482.0,0.1658802237848715,1.9527561087907315,0.5038558456981439,0.20394793152809143,0.049664952449506874,0.10993264615535736,3.1464688127478957,0.0043268092389721876,4.007932662963867,0.41989508271217346,0.09051305724948783,0.012860729371908183,0.004492200953304541,0.0021192403518527515,0.0025522522138001274,ALLPW=3.15%>2,1,0.0,12.0,0.0,0.0,0.6666666667,0.1166666667,0.0,0.05,1.0,35.0,0.0,0.778,0.0,0.05,0.3333333333,0.3166666667
00057,SUSPECT,6,2,phi,1,Design_00057_Results.csv,,2.0,1873.0,0.13088048700241542,1.9694635915096075,0.4902957076612231,0.19205135107040405,0.05367154114708883,0.11041845381259918,3.362451882894534,0.004083476708210966,4.004732608795166,0.4230444133281708,0.0807949380338901,0.020084871112728667,0.00449177769221843,0.002143001148159861,0.0026053674018709535,ALLPW=3.36%>2,1,0.0,12.0,0.0,0.0,0.6666666667,0.1166666667,0.0,0.05,1.0,35.0,0.0,0.778,0.0,0.05,1.0,0.95
00058,SUSPECT,6,3,w,-1,Design_00058_Results.csv,,2.0,1578.0,0.13088048700241542,1.9694635915096075,0.7755486801232278,0.2294444739818573,0.165666163866194,0.15799415111541748,3.072762078414273,0.006424759318659088,3.398963689804077,0.5566225647926331,0.10859648162048648,0.03989360109309049,0.009124655788036631,0.005234291392079673,0.006382407490399607,ALLPW=3.07%>2,1,0.0,12.0,0.0,0.0,0.0,-0.35,0.0,0.05,1.0,35.0,0.0,0.778,0.0,0.05,1.0,0.95
00059,SUSPECT,6,4,mu_eff,1,Design_00059_Results.csv,,2.0,1833.0,0.48347783522319626,1.961015064476065,3.1683090057989145,0.780733585357666,1.728715259667187,0.40718576312065125,3.53726887875103,0.00343051908997962,2.8464503288269043,1.6895915269851685,0.4624960707047808,0.0821773043133151,0.018834154888137902,0.012943344480588424,0.04534942803708169,AE_IE_final=3.17%>2; ETOTAL_drift=1.73%>1; ALLPW=3.54%>2,1,0.0,12.0,0.0,0.0,0.0,-0.35,0.0,0.05,1.0,35.0,0.0,0.778,0.6666666667,0.3166666667,1.0,0.95
00060,SUSPECT,6,5,h,1,Design_00060_Results.csv,,2.0,2103.0,0.43544158240227265,1.961015064476065,1.1856548929132733,0.8543648719787598,0.053513789094134,0.4231809973716736,2.5717188854310327,0.006689161949833457,3.372328519821167,2.054636001586914,0.4684249792900908,0.08760283673783806,0.01300627077679107,0.013070493073630382,0.032326753128132754,ALLPW=2.57%>2,1,0.0,12.0,0.6666666667,0.3,0.0,-0.35,0.0,0.05,1.0,35.0,0.0,0.778,0.6666666667,0.3166666667,1.0,0.95
00061,SUSPECT,6,6,eps_c,1,Design_00061_Results.csv,,2.0,1837.0,0.4094767906124329,1.961015064476065,1.152413311088532,0.83596271276474,0.03366056863513607,0.38671955466270447,2.34922092862332,0.005972406845720092,3.489065647125244,2.0429909229278564,0.44708127935944464,0.07928105275430368,0.011438595101927955,0.011133512275883762,0.030194666774732568,ALLPW=2.35%>2,1,0.0,12.0,0.6666666667,0.3,0.0,-0.35,0.6666666667,0.15,1.0,35.0,0.0,0.778,0.6666666667,0.3166666667,1.0,0.95
00062,SUSPECT,6,7,beta,-1,Design_00062_Results.csv,,2.0,1630.0,0.3584038204099497,1.961015064476065,1.5155230268497824,0.9431928992271423,0.24884451146857736,0.5279055833816528,3.132046981541063,0.002728443532283113,3.4097471237182617,2.2347798347473145,0.5225501825837722,0.09313425378895841,0.015169450480589243,0.013901467536139533,0.04308038685604495,ALLPW=3.13%>2,1,0.0,12.0,0.6666666667,0.3,0.0,-0.35,0.6666666667,0.15,0.3333333333,12.33333333,0.0,0.778,0.6666666667,0.3166666667,1.0,0.95
00063,SUSPECT,6,8,K,1,Design_00063_Results.csv,,2.0,2199.0,0.3584038204099497,1.961015064476065,1.247850932909712,0.8722072243690491,0.12444660122055251,0.45225563645362854,2.7069938145488117,0.003013815312719746,3.347313642501831,2.0588934421539307,0.4979854352539416,0.08162770858935271,0.015025633928339093,0.016289981207393903,0.033275889580046694,ALLPW=2.71%>2,1,0.0,12.0,0.6666666667,0.3,0.0,-0.35,0.6666666667,0.15,0.3333333333,12.33333333,0.6666666667,0.926,0.6666666667,0.3166666667,1.0,0.95
00064,SUSPECT,7,0,,0,Design_00064_Results.csv,,2.0,2173.0,0.10412325429106037,1.2056979172648257,0.7971817620508411,0.7863620519638062,0.1340008569718136,0.3746260106563568,2.1663217638095937,0.0079976255769722,5.47017240524292,1.877935767173767,0.27202910893264975,0.03832634261841053,0.011774223362524596,0.00828006382256265,0.011929367297624874,ALLPW=2.17%>2,1,0.3333333333,20.51971136,0.0,0.0,1.0,0.35,1.0,0.2,1.0,35.0,0.0,0.778,0.3333333333,0.1833333333,0.3333333333,0.3166666667
00065,MISSING,7,1,mu_eff,1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,0.3333333333,20.51971136,0.0,0.0,1.0,0.35,1.0,0.2,1.0,35.0,0.0,0.778,1.0,0.45,0.3333333333,0.3166666667
00066,SUSPECT,7,2,X,1,Design_00066_Results.csv,,2.0,8655.0,0.0422917755845564,0.6907667223666941,5.199116174914727,2.3665404319763184,1.9929606045593438,1.739194631576538,2.921920130888707,0.0005025645716075415,4.54411506652832,4.542749881744385,0.7784956043818185,0.1190926661849708,0.028565221270743183,0.017848937691649542,0.07538664572421633,AE_IE_final=5.2%>2; ETOTAL_drift=1.99%>1; ALLPW=2.92%>2,1,1.0,60.0,0.0,0.0,1.0,0.35,1.0,0.2,1.0,35.0,0.0,0.778,1.0,0.45,0.3333333333,0.3166666667
00067,MISSING,7,3,beta,-1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,1.0,60.0,0.0,0.0,1.0,0.35,1.0,0.2,0.3333333333,12.33333333,0.0,0.778,1.0,0.45,0.3333333333,0.3166666667
00068,MISSING,7,4,phi,1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,1.0,60.0,0.0,0.0,1.0,0.35,1.0,0.2,0.3333333333,12.33333333,0.0,0.778,1.0,0.45,1.0,0.95
00069,MISSING,7,5,eps_c,-1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,1.0,60.0,0.0,0.0,1.0,0.35,0.3333333333,0.1,0.3333333333,12.33333333,0.0,0.778,1.0,0.45,1.0,0.95
00070,SUSPECT,7,6,h,1,Design_00070_Results.csv,,2.0,3890.0,0.029160179618364014,0.6405842641481665,2.2941001031646153,3.114175319671631,0.17671236762350787,1.9689154624938965,3.3313443428691825,0.0011746821029336985,7.0568766593933105,6.933121204376221,0.8401141036977706,0.10782242019234575,0.02648655946808726,0.017831551928000636,0.058625326989646245,AE_IE_final=2.29%>2; ALLPW=3.33%>2,1,1.0,60.0,0.6666666667,0.3,1.0,0.35,0.3333333333,0.1,0.3333333333,12.33333333,0.0,0.778,1.0,0.45,1.0,0.95
00071,SUSPECT,7,7,K,1,Design_00071_Results.csv,,2.0,3977.0,0.03897128937180869,0.6405842641481665,2.086473144521006,2.9283323287963867,0.26258245620166426,1.7550113201141357,3.325309076480364,0.0008794103035338678,6.583316802978516,6.30589485168457,0.80794346177423,0.10156808073187794,0.026527927464206735,0.020706138377288505,0.04850129579911842,AE_IE_final=2.09%>2; ALLPW=3.33%>2,1,1.0,60.0,0.6666666667,0.3,1.0,0.35,0.3333333333,0.1,0.3333333333,12.33333333,0.6666666667,0.926,1.0,0.45,1.0,0.95
00072,SUSPECT,7,8,w,-1,Design_00072_Results.csv,,2.0,3960.0,0.05781527037734993,0.6405842641481665,3.1864599027194225,2.3997950553894043,0.1535281325660898,1.5120917558670044,3.33539970065978,0.0014570010131090727,4.801522254943848,4.713937759399414,0.8458212525143024,0.10381119883754472,0.02805427206821815,0.022456586312968933,0.05669551569310366,AE_IE_final=3.19%>2; ALLPW=3.34%>2,1,1.0,60.0,0.6666666667,0.3,0.3333333333,-0.1166666667,0.3333333333,0.1,0.3333333333,12.33333333,0.6666666667,0.926,1.0,0.45,1.0,0.95
00073,SUSPECT,8,0,,0,Design_00073_Results.csv,,2.0,2963.0,0.08519291900076181,5.7136518796722955,2.0627133370999,1.794020414352417,0.7469566427324957,1.1500656604766846,2.4968054649461564,0.0007406727352752946,3.9452402591705322,3.809476852416992,0.9041616037298591,0.05784692360378567,0.02145041154682817,0.020700302743046014,0.062894914389962,AE_IE_final=2.06%>2; ALLPW=2.5%>2,1,0.3333333333,20.51971136,0.6666666667,0.3,0.0,-0.35,1.0,0.2,0.0,1.0,0.3333333333,0.852,0.6666666667,0.3166666667,0.0,0.0
00074,SUSPECT,8,1,mu_eff,-1,Design_00074_Results.csv,,2.0,2432.0,0.10259840962163098,1.2127371799590718,1.4055853143700319,0.5206096768379211,0.12345072020558755,0.3916451036930084,2.1383507672152153,0.0011817193934044506,4.100892543792725,1.181693196296692,0.221242609437638,0.0538198613191888,0.019908211501809086,0.018887565544694333,0.028886719363417315,ALLPW=2.14%>2,1,0.3333333333,20.51971136,0.6666666667,0.3,0.0,-0.35,1.0,0.2,0.0,1.0,0.3333333333,0.852,0.0,0.05,0.0,0.0
00075,MISSING,8,2,h,-1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,0.3333333333,20.51971136,0.0,0.0,0.0,-0.35,1.0,0.2,0.0,1.0,0.3333333333,0.852,0.0,0.05,0.0,0.0
00076,SUSPECT,8,3,K,1,Design_00076_Results.csv,,2.0,3715.0,0.10022675911218971,1.2127371799590718,3.8630734992062017,0.4792868196964264,2.391279702020812,0.33878448605537415,4.024804571166489,0.00109303933575934,3.2850193977355957,1.0315474271774292,0.2271836755721912,0.06259537421055278,0.02309238856829735,0.0224603302393797,0.040697360126866415,AE_IE_final=3.86%>2; ETOTAL_drift=2.39%>1; ALLPW=4.02%>2,1,0.3333333333,20.51971136,0.0,0.0,0.0,-0.35,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.05,0.0,0.0
00077,SUSPECT,8,4,phi,1,Design_00077_Results.csv,,2.0,3037.0,0.08712090275634111,1.283416009031165,3.427398065972171,0.4300163686275482,1.9381133283733993,0.325070321559906,4.2165622874282995,0.0008260105274924609,3.2920918464660645,0.9126936793327332,0.2001476626611231,0.058501611701102525,0.022879997568324158,0.02120491971108069,0.034557566954554794,AE_IE_final=3.43%>2; ETOTAL_drift=1.94%>1; ALLPW=4.22%>2,1,0.3333333333,20.51971136,0.0,0.0,0.0,-0.35,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.05,0.6666666667,0.6333333333
00078,SUSPECT,8,5,X,1,Design_00078_Results.csv,,2.0,5751.0,0.04862024385090335,0.6565662129906463,7.449142120707955,0.6565384268760681,2.0408097042892948,0.534523606300354,3.4752719773702623,0.00018909954662250773,3.7725729942321777,1.2874342203140259,0.2602758813012956,0.06081134110371541,0.02889005250510944,0.03081784328874059,0.049877000808320804,AE_IE_final=7.45%>2; ETOTAL_drift=2.04%>1; ALLPW=3.48%>2,1,1.0,60.0,0.0,0.0,0.0,-0.35,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.05,0.6666666667,0.6333333333
00079,SUSPECT,8,6,w,1,Design_00079_Results.csv,,2.0,4488.0,0.04017301532094043,0.6565662129906463,2.3195178681911024,0.8539806008338928,0.12590305879978228,0.7173577547073364,2.8570257988582313,0.00035342900911710805,5.3842620849609375,1.8240327835083008,0.25361951870823524,0.06254009419301394,0.027372647064796335,0.025968096595881993,0.03666863697736795,AE_IE_final=2.32%>2; ALLPW=2.86%>2,1,1.0,60.0,0.0,0.0,0.6666666667,0.1166666667,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.05,0.6666666667,0.6333333333
00080,SUSPECT,8,7,beta,1,Design_00080_Results.csv,,2.0,3265.0,0.03250956723393272,0.6565662129906463,1.5735156966231387,0.9868138432502747,0.13594853801847778,0.8355435132980347,2.1546579760351374,0.00040568238767727574,6.824697971343994,2.215101480484009,0.2329667574250384,0.06522532003007313,0.025352452436748014,0.020166180399421887,0.02671084620245811,ALLPW=2.15%>2,1,1.0,60.0,0.0,0.0,0.6666666667,0.1166666667,1.0,0.2,0.6666666667,23.66666667,1.0,1.0,0.0,0.05,0.6666666667,0.6333333333
00081,MISSING,8,8,eps_c,-1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,1.0,60.0,0.0,0.0,0.6666666667,0.1166666667,0.3333333333,0.1,0.6666666667,23.66666667,1.0,1.0,0.0,0.05,0.6666666667,0.6333333333
00082,SUSPECT,9,0,,0,Design_00082_Results.csv,,2.0,4635.0,0.04962576865358835,0.6907667223666941,2.7430618908546434,2.6536364555358887,0.34553782839381075,1.8137006759643555,2.3908243822774127,0.0002466780686395491,5.460699558258057,5.5328521728515625,0.9263720872454343,0.10063873745460865,0.028213070035320933,0.021480819076712315,0.06425699760324238,AE_IE_final=2.74%>2; ALLPW=2.39%>2,1,1.0,60.0,0.3333333333,0.15,1.0,0.35,1.0,0.2,0.3333333333,12.33333333,0.3333333333,0.852,1.0,0.45,0.0,0.0
00083,SUSPECT,9,1,K,1,Design_00083_Results.csv,,2.0,4913.0,0.031203254723659708,0.6907667223666941,2.5201542368126018,2.5355031490325928,0.29504137633876965,1.618895173072815,2.5569623286888707,0.0003367290156360149,5.140045642852783,5.082082748413086,0.875323327132598,0.09284722852916472,0.028130935900190293,0.024741584940443366,0.05225693910522602,AE_IE_final=2.52%>2; ALLPW=2.56%>2,1,1.0,60.0,0.3333333333,0.15,1.0,0.35,1.0,0.2,0.3333333333,12.33333333,1.0,1.0,1.0,0.45,0.0,0.0
00084,SUSPECT,9,2,X,-1,Design_00084_Results.csv,,2.0,2257.0,0.4744091229322371,7.587568729791075,1.3129518932736433,1.937604546546936,0.3238420076868155,1.170822024345398,2.7935039672249053,0.0014850142478437854,4.305782794952393,4.239142417907715,0.8491240708074176,0.09253343490485123,0.021041299961871856,0.020764105131073685,0.04288946722576553,ALLPW=2.79%>2,1,0.3333333333,20.51971136,0.3333333333,0.15,1.0,0.35,1.0,0.2,0.3333333333,12.33333333,1.0,1.0,1.0,0.45,0.0,0.0
00085,OK,9,3,mu_eff,-1,Design_00085_Results.csv,,2.0,2093.0,0.09883859036994061,1.2056979172648257,0.7553945037330746,0.8612955212593079,0.012978463324337112,0.4461634159088135,1.7734698272148348,0.004152385561974225,4.921997547149658,1.969192385673523,0.3328311274121013,0.0402849340233212,0.01606642206552723,0.012212681344789672,0.0181114766389297,,1,0.3333333333,20.51971136,0.3333333333,0.15,1.0,0.35,1.0,0.2,0.3333333333,12.33333333,1.0,1.0,0.3333333333,0.1833333333,0.0,0.0
00086,OK,9,4,beta,1,Design_00086_Results.csv,,2.0,1901.0,0.10067212670476088,1.2056979172648257,0.7111692985716236,0.7206535339355469,0.11038648127133896,0.33535051345825195,1.9893417881388455,0.007346160930372692,5.481960296630859,1.6631748676300049,0.252581909490157,0.024391924569462396,0.011284132501230953,0.006690159089356395,0.007978649023732824,,1,0.3333333333,20.51971136,0.3333333333,0.15,1.0,0.35,1.0,0.2,1.0,35.0,1.0,1.0,0.3333333333,0.1833333333,0.0,0.0
00087,MISSING,9,5,h,1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,1,0.3333333333,20.51971136,1.0,0.45,1.0,0.35,1.0,0.2,1.0,35.0,1.0,1.0,0.3333333333,0.1833333333,0.0,0.0
00088,SUSPECT,9,6,eps_c,-1,Design_00088_Results.csv,,2.0,1849.0,0.10010528221466805,1.2056979172648257,0.6738706686785115,0.7009236216545105,0.09673788879792733,0.31741228699684143,2.0145422853023165,0.006368703010924736,5.675442218780518,1.6100600957870483,0.2412912092608072,0.020104957761745906,0.010097520358342885,0.005774621299389479,0.006826881936542575,ALLPW=2.01%>2,1,0.3333333333,20.51971136,1.0,0.45,1.0,0.35,0.3333333333,0.1,1.0,35.0,1.0,1.0,0.3333333333,0.1833333333,0.0,0.0
00089,SUSPECT,9,7,w,-1,Design_00089_Results.csv,,2.0,1891.0,0.10026003652781963,1.2056979172648257,0.8469895585050791,0.7924827337265015,0.11332697511532716,0.3990408182144165,2.0314612767450178,0.006379843817794048,4.9602532386779785,1.833180546760559,0.2937287910562029,0.043733002582411265,0.0146019783856901,0.010070854142642104,0.013304319543185191,ALLPW=2.03%>2,1,0.3333333333,20.51971136,1.0,0.45,0.3333333333,-0.1166666667,0.3333333333,0.1,1.0,35.0,1.0,1.0,0.3333333333,0.1833333333,0.0,0.0
00090,SUSPECT,9,8,phi,1,Design_00090_Results.csv,,2.0,1853.0,0.10937998432981053,1.2270710714118647,0.9181835327425659,0.8303060531616211,0.13966753154866712,0.4245285987854004,2.2550747837938574,0.006000928534474181,4.932921409606934,1.9618736505508423,0.3052175002134912,0.05887561358210929,0.01504447368681314,0.01067997395627484,0.01502392510093262,ALLPW=2.26%>2,1,0.3333333333,20.51971136,1.0,0.45,0.3333333333,-0.1166666667,0.3333333333,0.1,1.0,35.0,1.0,1.0,0.3333333333,0.1833333333,0.6666666667,0.6333333333
