id,family,campaign,method,traj,step,moved,sign,status,run_status,file,fine_size_x,mass_scale,target_time_increment,scratch_time,scratch_depth,depth_mode,z_extraction,wallclock,KE_IE_steady_max,KE_IE_overall_max,AE_IE_final,E_ref,ETOTAL_drift,ALLIE_max,ALLPW,KE_final_over_IE_peak,F_n,F_t,SCOF_mean,SCOF_std,h_r,h_p,h_fp,parse_error,u_X,u_h,u_w,u_eps_c,u_beta,u_K,u_mu_eff,u_phi,g_X,g_h,g_w,g_eps_c,g_beta,g_K,g_mu_eff,g_phi,p_E,p_E_star,p_Q,p_X,p_alpha,p_attack_angle_deg,p_b,p_branch,p_dilation_angle,p_eps_c,p_eps_max,p_eps_soft,p_flow_stress_ratio,p_friction_angle,p_h,p_mu_eff,p_n_points,p_nu,p_p_ref_MPa,p_phi,p_post_yield_slope_ratio,p_rho,p_sigma_y0,p_soft_drop,p_tau0,p_w
00036,glassy_pc,CDP_drucker_prager_unified,morris,3,8,beta,1,OK,OK,Design_00036_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,2029.0,0.08719174700271054,1.2808359282616781,1.0180164970227688,0.8735669851303101,0.2005146331658072,0.4771203100681305,2.0146863521356617,0.0027239417239741733,5.212129592895508,2.1120736598968506,0.31722939699194586,0.06304066787018224,0.015033047593417347,0.012204128483881676,0.020787700860361084,,0.3333333333,1,0.6666666667,0.6666666667,0.6666666667,0,0.3333333333,1,20.51971136,0.45,0.1166666667,0.15,23.66666667,0.778,0.1833333333,0.95,1506.768438,1777.059132,5.833333333,20.51971136,0.1741666667,30,6.666666667,1,0,0.15,2.5,0.15,0.778,23.66666667,0.45,0.1833333333,60,0.39,140,0.95,0.02580946608,1.1e-09,50,0,1.283333333,0.1166666667
00038,glassy_pc,CDP_drucker_prager_unified,morris,4,1,h,1,OK,OK,Design_00038_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1564.0,2.092238042956215,14.237195385400636,0.9221839259259259,1.3652324676513672,0.23294639660682478,0.6380457282066345,2.772893672941916,0.005692001333421137,3.9977290630340576,3.242811441421509,0.7271413459940955,0.04613166966826041,0.009520088562590397,0.01255709619272224,0.03224793346342415,,0,1,0.6666666667,1,0,0,1,0.6666666667,12,0.45,0.1166666667,0.2,1,0.778,0.45,0.6333333333,881.1635278,1039.230485,5.833333333,12,0.285,30,5,1,0,0.2,2.5,0.2,0.778,1,0.45,0.45,60,0.39,140,0.6333333333,0.03310017465,1.1e-09,50,0,23.1,0.1166666667
00039,glassy_pc,CDP_drucker_prager_unified,morris,4,2,w,-1,OK,OK,Design_00039_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1768.0,1.1748037082258909,14.23043337380607,1.5196985199728843,1.5404138565063477,0.14629347493655745,0.839790403842926,3.4853424156209503,0.0024070757358414063,3.8615126609802246,3.5993640422821045,0.8504394316404784,0.05162009423659233,0.011251822698579538,0.015363022029645061,0.050220258529034466,,0,1,0,1,0,0,1,0.6666666667,12,0.45,-0.35,0.2,1,0.778,0.45,0.6333333333,881.1635278,1039.230485,0,12,0.285,30,5,-1,0,0.2,2.5,0.2,0.778,1,0.45,0.45,60,0.39,140,0.6333333333,0.09930052395,1.1e-09,50,17.5,23.1,-0.35
00040,glassy_pc,CDP_drucker_prager_unified,morris,4,3,eps_c,-1,OK,OK,Design_00040_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1525.0,0.5945879729792731,14.22563171520145,1.481632062279872,1.5383764505386353,0.17307185379404635,0.8384808897972107,3.558289325932594,0.0024898796802525127,3.710811138153076,3.524198293685913,0.8708065013213864,0.053650696574925126,0.011981715181855094,0.015924808205692916,0.0510862957983773,,0,1,0,0.3333333333,0,0,1,0.6666666667,12,0.45,-0.35,0.1,1,0.778,0.45,0.6333333333,881.1635278,1039.230485,0,12,0.285,30,10,-1,0,0.1,2.5,0.1,0.778,1,0.45,0.45,60,0.39,140,0.6333333333,0.1986010479,1.1e-09,50,17.5,23.1,-0.35
00041,glassy_pc,CDP_drucker_prager_unified,morris,4,4,phi,-1,OK,OK,Design_00041_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1745.0,0.5935746549154637,14.22563171520145,1.5640116424592947,1.639267921447754,0.2105427883040694,0.909532368183136,3.7860234644658757,0.002321608251392902,3.812955379486084,3.761784791946411,0.9296110422050857,0.06755648488795359,0.012055134005103314,0.01585895647313436,0.05325629799584789,,0,1,0,0.3333333333,0,0,1,0,12,0.45,-0.35,0.1,1,0.778,0.45,0,881.1635278,1039.230485,0,12,0,30,10,-1,0,0.1,2.5,0.1,0.778,1,0.45,0.45,60,0.39,140,0,0.1986010479,1.1e-09,50,17.5,63,-0.35
00042,glassy_pc,CDP_drucker_prager_unified,morris,4,5,K,1,OK,OK,Design_00042_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1891.0,0.85155129370739,14.287951576383215,1.4576386742719114,1.5091643333435059,0.3891763926062585,0.7661096453666687,3.9593667563785426,0.0027595512078024647,3.3321406841278076,3.330489158630371,0.8997046261508729,0.076097835870961,0.014954053614931923,0.018761327172097598,0.042354477405586344,,0,1,0,0.3333333333,0,0.6666666667,1,0,12,0.45,-0.35,0.1,1,0.926,0.45,0,881.1635278,1039.230485,0,12,0,30,10,-1,0,0.1,2.5,0.1,0.926,1,0.45,0.45,60,0.39,140,0,0.1986010479,1.1e-09,50,17.5,63,-0.35
00043,glassy_pc,CDP_drucker_prager_unified,morris,4,6,mu_eff,-1,OK,OK,Design_00043_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1902.0,0.20845989818869837,8.072870563573552,1.11457753731086,0.8013290762901306,0.3777692225814636,0.3906209468841553,1.7201448876608878,0.0013814901619662282,3.319415330886841,1.7407503128051758,0.4970933846412954,0.01845430870972361,0.014419493709536452,0.014639358110536842,0.028778953222816598,,0,1,0,0.3333333333,0,0.6666666667,0.3333333333,0,12,0.45,-0.35,0.1,1,0.926,0.1833333333,0,881.1635278,1039.230485,0,12,0,30,10,-1,0,0.1,2.5,0.1,0.926,1,0.45,0.1833333333,60,0.39,140,0,0.1986010479,1.1e-09,50,17.5,25.66666667,-0.35
00044,glassy_pc,CDP_drucker_prager_unified,morris,4,7,X,1,OK,OK,Design_00044_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,3702.0,0.07537553948760885,0.883040059852635,1.9358289912411675,1.2910419702529907,0.21663893132484674,0.7754965424537659,2.056266992657925,0.0005918742889634186,5.0492987632751465,2.7074310779571533,0.4956698502460443,0.02404657822759078,0.024031168854392868,0.02202394755321066,0.041689181483159664,,0.6666666667,1,0,0.3333333333,0,0.6666666667,0.3333333333,0,35.08821286,0.45,-0.35,0.1,1,0.926,0.1833333333,0,2576.537786,3038.728371,0,35.08821286,0,30,10,-1,0,0.1,2.5,0.1,0.926,1,0.45,0.1833333333,60,0.39,140,0,0.06792060298,1.1e-09,50,17.5,25.66666667,-0.35
00045,glassy_pc,CDP_drucker_prager_unified,morris,4,8,beta,1,OK,OK,Design_00045_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,3421.0,0.06388968799710114,0.883040059852635,1.5688814192667144,1.2153968811035156,0.21466373777302272,0.7413114905357361,1.926736182220998,0.0008183271041106152,5.56224250793457,2.6120145320892334,0.404947696020025,0.047293896606566056,0.022338076841665066,0.02078328069106531,0.03312354500616005,,0.6666666667,1,0,0.3333333333,0.6666666667,0.6666666667,0.3333333333,0,35.08821286,0.45,-0.35,0.1,23.66666667,0.926,0.1833333333,0,2576.537786,3038.728371,0,35.08821286,0,30,10,-1,0,0.1,2.5,0.1,0.926,23.66666667,0.45,0.1833333333,60,0.39,140,0,0.06792060298,1.1e-09,50,17.5,25.66666667,-0.35
00046,glassy_pc,CDP_drucker_prager_unified,morris,5,0,,0,OK,OK,Design_00046_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,2636.0,0.0568383589027107,0.9777473731220365,1.0694714113687973,1.2578799724578857,0.03337177599555415,0.7800304889678955,1.9359949516492918,0.0006286940710343423,6.371273517608643,2.8961610794067383,0.36111675475854177,0.06579499566990761,0.02145328469589685,0.01808278393011269,0.031025135457315056,,0.6666666667,0.3333333333,1,0,0.3333333333,0.6666666667,0.3333333333,0.6666666667,35.08821286,0.15,0.35,0.05,12.33333333,0.926,0.1833333333,0.6333333333,2576.537786,3038.728371,17.5,35.08821286,0.1161111111,30,20,1,0,0.05,2.5,0.05,0.926,12.33333333,0.15,0.1833333333,60,0.39,140,0.6333333333,0.135841206,1.1e-09,50,0,9.411111111,0.35
00047,glassy_pc,CDP_drucker_prager_unified,morris,5,1,h,1,OK,OK,Design_00047_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,2777.0,0.056586160506504266,0.9777473731220365,0.9494636553000011,1.2561379671096802,0.059462418748954304,0.7559897899627686,1.6404468448074065,0.000995993219257505,6.7721123695373535,2.905977964401245,0.3482370247311575,0.05758641328235069,0.01996904081865587,0.015094015376367745,0.02398489516831255,,0.6666666667,1,1,0,0.3333333333,0.6666666667,0.3333333333,0.6666666667,35.08821286,0.45,0.35,0.05,12.33333333,0.926,0.1833333333,0.6333333333,2576.537786,3038.728371,17.5,35.08821286,0.1161111111,30,20,1,0,0.05,2.5,0.05,0.926,12.33333333,0.45,0.1833333333,60,0.39,140,0.6333333333,0.135841206,1.1e-09,50,0,9.411111111,0.35
00048,glassy_pc,CDP_drucker_prager_unified,morris,5,2,beta,1,OK,OK,Design_00048_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,2728.0,0.05994949137583728,0.9777473731220365,1.1822212976986544,1.253946304321289,0.24975085831511842,0.7211547493934631,2.2937811416708116,0.0038187692502036487,7.330646514892578,2.984243631362915,0.3100501055607882,0.06384713736067375,0.017801951743252168,0.01149325649584953,0.01695682561289655,,0.6666666667,1,1,0,1,0.6666666667,0.3333333333,0.6666666667,35.08821286,0.45,0.35,0.05,35,0.926,0.1833333333,0.6333333333,2576.537786,3038.728371,17.5,35.08821286,0.1161111111,30,20,1,0,0.05,2.5,0.05,0.926,35,0.45,0.1833333333,60,0.39,140,0.6333333333,0.135841206,1.1e-09,50,0,9.411111111,0.35
00049,glassy_pc,CDP_drucker_prager_unified,morris,5,3,mu_eff,1,OK,OK,Design_00049_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,3296.0,0.043742494159172036,0.8836895478582798,1.305951227472874,2.4428210258483887,0.11525631472445556,1.294250249862671,2.4710280805049103,0.0028090736829890274,7.087912559509277,5.5197625160217285,0.6606830707454722,0.07528633005669247,0.019344437799532443,0.016034837489780206,0.02964752926766226,,0.6666666667,1,1,0,1,0.6666666667,1,0.6666666667,35.08821286,0.45,0.35,0.05,35,0.926,0.45,0.6333333333,2576.537786,3038.728371,17.5,35.08821286,0.285,30,20,1,0,0.05,2.5,0.05,0.926,35,0.45,0.45,60,0.39,140,0.6333333333,0.135841206,1.1e-09,50,0,23.1,0.35
00050,glassy_pc,CDP_drucker_prager_unified,morris,5,4,X,-1,OK,OK,Design_00050_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1514.0,3.201051829323573,14.287951576383215,0.8569120141682389,1.1188087463378906,0.04013895663705424,0.3739454746246338,2.902621752776272,0.016194193368332194,4.106264591217041,2.7317264080047607,0.5752079245128716,0.046555724853736165,0.005318108422168632,0.008902221028870637,0.013675726101146052,,0,1,1,0,1,0.6666666667,1,0.6666666667,12,0.45,0.35,0.05,35,0.926,0.45,0.6333333333,881.1635278,1039.230485,17.5,12,0.285,30,20,1,0,0.05,2.5,0.05,0.926,35,0.45,0.45,60,0.39,140,0.6333333333,0.3972020958,1.1e-09,50,0,23.1,0.35
00051,glassy_pc,CDP_drucker_prager_unified,morris,5,5,phi,-1,OK,OK,Design_00051_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1547.0,3.0929103455692912,14.287951576383215,0.8803764195789484,1.0228136777877808,0.06451917649487185,0.2898426949977875,2.4470162484587674,0.012893131055082782,4.0274658203125,2.3275275230407715,0.5462948334734198,0.021241796892996725,0.004474986520923955,0.007169416353157863,0.008715146241995065,,0,1,1,0,1,0.6666666667,1,0,12,0.45,0.35,0.05,35,0.926,0.45,0,881.1635278,1039.230485,17.5,12,0,30,20,1,0,0.05,2.5,0.05,0.926,35,0.45,0.45,60,0.39,140,0,0.3972020958,1.1e-09,50,0,63,0.35
00052,glassy_pc,CDP_drucker_prager_unified,morris,5,6,K,-1,OK,OK,Design_00052_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1322.0,2.864144654736898,14.287951576383215,0.8988081384324929,1.0557246208190918,0.037058310919302714,0.3347910940647125,2.50961188581604,0.012269157801758768,4.1774067878723145,2.4305789470672607,0.551948431991231,0.021297772689992365,0.004717761529586384,0.00744047749013328,0.013243491181391667,,0,1,1,0,1,0,1,0,12,0.45,0.35,0.05,35,0.778,0.45,0,881.1635278,1039.230485,17.5,12,0,30,20,1,0,0.05,2.5,0.05,0.778,35,0.45,0.45,60,0.39,140,0,0.3972020958,1.1e-09,50,0,63,0.35
00053,glassy_pc,CDP_drucker_prager_unified,morris,5,7,eps_c,1,OK,OK,Design_00053_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1508.0,2.8548914543341812,14.287951576383215,0.9033459726688995,1.1096529960632324,0.03699262196775315,0.4016106426715851,2.5489464189718496,0.01344801384827447,4.106995582580566,2.5400052070617676,0.5829304236527337,0.01885037324606958,0.0055218388570834435,0.008378879630176268,0.015565529593760973,,0,1,1,0.6666666667,1,0,1,0,12,0.45,0.35,0.15,35,0.778,0.45,0,881.1635278,1039.230485,17.5,12,0,30,6.666666667,1,0,0.15,2.5,0.15,0.778,35,0.45,0.45,60,0.39,140,0,0.1324006986,1.1e-09,50,0,63,0.35
00054,glassy_pc,CDP_drucker_prager_unified,morris,5,8,w,-1,OK,OK,Design_00054_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1552.0,2.7381524197342633,14.287951576383215,1.1438793614642033,1.3017266988754272,0.35617575042297506,0.6230947971343994,2.5969886351928975,0.006339962867727368,3.899190664291382,2.9981815814971924,0.6952836065394589,0.03513839095582909,0.008375797754292457,0.011462232833661226,0.02938703155987913,,0,1,0.3333333333,0.6666666667,1,0,1,0,12,0.45,-0.1166666667,0.15,35,0.778,0.45,0,881.1635278,1039.230485,0,12,0,30,6.666666667,-1,0,0.15,2.5,0.15,0.778,35,0.45,0.45,60,0.39,140,0,0.0441335662,1.1e-09,50,5.833333333,63,-0.1166666667
00055,glassy_pc,CDP_drucker_prager_unified,morris,6,0,,0,OK,OK,Design_00055_Results.csv,0.01,5000.0,2.77577e-07,0.01,0.04,progressive,2.0,3382.0,0.05539048844354189,0.9362135435707096,1.265575564209648,0.7275732159614563,0.3518532066079047,0.5967106819152832,2.683101891239146,0.0026239658061189422,6.906621932983398,1.803240180015564,0.17557944825017047,0.0577888417793152,0.018489984255385623,0.011675460488340592,0.016674685727040558,,0.6666666667,0,0.6666666667,0,1,0,0,0.3333333333,35.08821286,0,0.1166666667,0.05,35,0.778,0.05,0.3166666667,2576.537786,3038.728371,5.833333333,35.08821286,0.01583333333,30,20,1,0,0.05,2.5,0.05,0.778,35,0,0.05,60,0.39,140,0.3166666667,0.04528040199,1.1e-09,50,0,4.783333333,0.1166666667
00056,glassy_pc,CDP_drucker_prager_unified,morris,6,1,X,-1,OK,OK,Design_00056_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1499.0,0.16595358978088565,2.0488483081971687,0.5181444897059938,0.20413246750831604,0.056605916681521665,0.1096542552113533,3.414237793247409,0.004302350965824294,4.000490665435791,0.42039695382118225,0.09079522175419455,0.012915115397581306,0.004560652701483484,0.0021024892443380055,0.0025207258268776147,,0,0,0.6666666667,0,1,0,0,0.3333333333,12,0,0.1166666667,0.05,35,0.778,0.05,0.3166666667,881.1635278,1039.230485,5.833333333,12,0.01583333333,30,20,1,0,0.05,2.5,0.05,0.778,35,0,0.05,60,0.39,140,0.3166666667,0.1324006986,1.1e-09,50,0,4.783333333,0.1166666667
00057,glassy_pc,CDP_drucker_prager_unified,morris,6,2,phi,1,OK,OK,Design_00057_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1494.0,0.1294031318859214,2.0464172317710205,0.5044134809961732,0.1921042650938034,0.060947188618216755,0.1100723147392273,3.646170794930987,0.0038720904047464624,3.9935665130615234,0.42089343070983887,0.08102122900661096,0.020089360728461597,0.0045841219995170586,0.0021233031967558057,0.0025864566986106385,,0,0,0.6666666667,0,1,0,0,1,12,0,0.1166666667,0.05,35,0.778,0.05,0.95,881.1635278,1039.230485,5.833333333,12,0.0475,30,20,1,0,0.05,2.5,0.05,0.778,35,0,0.05,60,0.39,140,0.95,0.1324006986,1.1e-09,50,0,0.35,0.1166666667
00058,glassy_pc,CDP_drucker_prager_unified,morris,6,3,w,-1,OK,OK,Design_00058_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1341.0,0.1294031318859214,2.0464172317710205,0.8909435865144458,0.22789445519447327,0.20838185537113293,0.156049907207489,3.3981759397212112,0.006929364697950335,3.391444206237793,0.5506157875061035,0.10834058276490303,0.03938841107474239,0.009332138746916558,0.005040625614428762,0.0063913052029192004,,0,0,0,0,1,0,0,1,12,0,-0.35,0.05,35,0.778,0.05,0.95,881.1635278,1039.230485,0,12,0.0475,30,20,-1,0,0.05,2.5,0.05,0.778,35,0,0.05,60,0.39,140,0.95,0.3972020958,1.1e-09,50,17.5,0.35,-0.35
00059,glassy_pc,CDP_drucker_prager_unified,morris,6,4,mu_eff,1,OK,OK,Design_00059_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,2174.0,0.5114175957247857,1.8923644123479646,2.6310145980045316,0.7678757905960083,1.8331194720945372,0.3979196846485138,3.869487492953793,0.0017860839192767773,2.7802679538726807,1.622586965560913,0.46252550493809935,0.08299799367366437,0.01894960706449463,0.011716354906882427,0.046469623545208394,,0,0,0,0,1,0,0.6666666667,1,12,0,-0.35,0.05,35,0.778,0.3166666667,0.95,881.1635278,1039.230485,0,12,0.3008333333,30,20,-1,0,0.05,2.5,0.05,0.778,35,0,0.3166666667,60,0.39,140,0.95,0.3972020958,1.1e-09,50,17.5,2.216666667,-0.35
00060,glassy_pc,CDP_drucker_prager_unified,morris,6,5,h,1,OK,OK,Design_00060_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1598.0,0.5051475683801538,1.8923644123479646,1.122931223380912,0.8385250568389893,0.12929969620665624,0.4151536524295807,2.399028146341699,0.004876840098115872,3.3537354469299316,2.0532495975494385,0.4660165208091076,0.08635247313071916,0.012886813664257183,0.012776179762920392,0.03129984558412019,,0,0.6666666667,0,0,1,0,0.6666666667,1,12,0.3,-0.35,0.05,35,0.778,0.3166666667,0.95,881.1635278,1039.230485,0,12,0.3008333333,30,20,-1,0,0.05,2.5,0.05,0.778,35,0.3,0.3166666667,60,0.39,140,0.95,0.3972020958,1.1e-09,50,17.5,2.216666667,-0.35
00061,glassy_pc,CDP_drucker_prager_unified,morris,6,6,eps_c,1,OK,OK,Design_00061_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1600.0,0.5494009165051413,1.8923644123479646,1.0476819276056002,0.817377507686615,0.033993639687080864,0.37536320090293884,2.2264492917433043,0.002638778631322067,3.483442544937134,2.010363817214966,0.44428545795394303,0.0770105825349569,0.011292989680250528,0.011427403814173023,0.029127138974827316,,0,0.6666666667,0,0.6666666667,1,0,0.6666666667,1,12,0.3,-0.35,0.15,35,0.778,0.3166666667,0.95,881.1635278,1039.230485,0,12,0.3008333333,30,6.666666667,-1,0,0.15,2.5,0.15,0.778,35,0.3,0.3166666667,60,0.39,140,0.95,0.1324006986,1.1e-09,50,17.5,2.216666667,-0.35
00062,glassy_pc,CDP_drucker_prager_unified,morris,6,7,beta,-1,OK,OK,Design_00062_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1962.0,0.2787320258019416,1.8923644123479646,1.4941703253355858,0.9166566729545593,0.3402234317473101,0.5090295076370239,3.179018449702701,0.002416866182080295,3.357361316680908,2.1965818405151367,0.5203674390666418,0.09163900360621526,0.015502726224200264,0.014744406609678507,0.04188511568042763,,0,0.6666666667,0,0.6666666667,0.3333333333,0,0.6666666667,1,12,0.3,-0.35,0.15,12.33333333,0.778,0.3166666667,0.95,881.1635278,1039.230485,0,12,0.3008333333,30,6.666666667,-1,0,0.15,2.5,0.15,0.778,12.33333333,0.3,0.3166666667,60,0.39,140,0.95,0.1324006986,1.1e-09,50,17.5,2.216666667,-0.35
00063,glassy_pc,CDP_drucker_prager_unified,morris,6,8,K,1,OK,OK,Design_00063_Results.csv,0.01,5000.0,4.7465e-07,0.01,0.04,progressive,2.0,1964.0,0.2787320258019416,1.8923644123479646,1.218233400934203,0.8503418564796448,0.19017277626843943,0.437275230884552,2.7795593083285595,0.0018742889780399331,3.257546901702881,2.001173496246338,0.495886403723916,0.08048137544073776,0.015623332663158324,0.016179480523425722,0.0328758485103438,,0,0.6666666667,0,0.6666666667,0.3333333333,0.6666666667,0.6666666667,1,12,0.3,-0.35,0.15,12.33333333,0.926,0.3166666667,0.95,881.1635278,1039.230485,0,12,0.3008333333,30,6.666666667,-1,0,0.15,2.5,0.15,0.926,12.33333333,0.3,0.3166666667,60,0.39,140,0.95,0.1324006986,1.1e-09,50,17.5,2.216666667,-0.35
00064,glassy_pc,CDP_drucker_prager_unified,morris,7,0,,0,OK,OK,Design_00064_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,1834.0,0.10283848374036458,1.2041146550303028,0.9336205426635811,0.7815245389938354,0.17205128912065965,0.37118470668792725,2.088749968921139,0.00637153162638825,5.463098526000977,1.8848036527633667,0.27169532955791265,0.03781202863362906,0.011784722627408487,0.008106263935632217,0.01162987365454016,,0.3333333333,0,1,1,1,0,0.3333333333,0.3333333333,20.51971136,0,0.35,0.2,35,0.778,0.1833333333,0.3166666667,1506.768438,1777.059132,17.5,20.51971136,0.05805555556,30,5,1,0,0.2,2.5,0.2,0.778,35,0,0.1833333333,60,0.39,140,0.3166666667,0.05807129869,1.1e-09,50,0,17.53888889,0.35
00066,glassy_pc,CDP_drucker_prager_unified,morris,7,2,X,1,OK,OK,Design_00066_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,7747.0,0.03227942719028501,0.647459638784527,4.989711984444892,2.2822587490081787,2.9892887945421083,1.6363507509231567,3.5829475401742514,0.0007154422695051248,4.359811782836914,4.332650184631348,0.7806154070698436,0.11592918583489004,0.029020135442419083,0.018282513696018948,0.07388085394359252,,1,0,1,1,1,0,1,0.3333333333,60,0,0.35,0.2,35,0.778,0.45,0.3166666667,4405.817639,5196.152423,17.5,60,0.1425,30,5,1,0,0.2,2.5,0.2,0.778,35,0,0.45,60,0.39,140,0.3166666667,0.01986010479,1.1e-09,50,0,43.05,0.35
00070,glassy_pc,CDP_drucker_prager_unified,morris,7,6,h,1,OK,OK,Design_00070_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,3684.0,0.029548952157183894,0.627673895404588,2.1536250187007626,3.003633499145508,0.20291077463186666,1.8708305358886719,3.757800400011049,0.0010049729083864872,6.604318141937256,6.487144947052002,0.8338668973697881,0.10859551545415058,0.026787414174178032,0.016978778427574476,0.05696597429151887,,1,0.6666666667,1,0.3333333333,0.3333333333,0,1,1,60,0.3,0.35,0.1,12.33333333,0.778,0.45,0.95,4405.817639,5196.152423,17.5,60,0.4275,30,10,1,0,0.1,2.5,0.1,0.778,12.33333333,0.3,0.45,60,0.39,140,0.95,0.03972020958,1.1e-09,50,0,3.15,0.35
00071,glassy_pc,CDP_drucker_prager_unified,morris,7,7,K,1,OK,OK,Design_00071_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,4351.0,0.02918738494201963,0.627673895404588,2.0781645035055765,2.8379085063934326,0.40474995654475476,1.6792405843734741,3.6914227915179056,0.0008617124043397545,6.331373691558838,5.97473669052124,0.8053579198481785,0.10073943890626968,0.02670622780196369,0.02022844156045258,0.047353010276051176,,1,0.6666666667,1,0.3333333333,0.3333333333,0.6666666667,1,1,60,0.3,0.35,0.1,12.33333333,0.926,0.45,0.95,4405.817639,5196.152423,17.5,60,0.4275,30,10,1,0,0.1,2.5,0.1,0.926,12.33333333,0.3,0.45,60,0.39,140,0.95,0.03972020958,1.1e-09,50,0,3.15,0.35
00072,glassy_pc,CDP_drucker_prager_unified,morris,7,8,w,-1,OK,OK,Design_00072_Results.csv,0.01,5000.0,2.1227e-07,0.01,0.04,progressive,2.0,4749.0,0.03397719612197033,0.627673895404588,3.0409628951650123,2.314542770385742,0.21565257935396093,1.4358035326004028,3.703525202577366,0.0011717127350918208,5.205744743347168,5.1942219734191895,0.8415672914305963,0.10196056819899581,0.02792977619554289,0.02220155885129841,0.056105100974965474,,1,0.6666666667,0.3333333333,0.3333333333,0.3333333333,0.6666666667,1,1,60,0.3,-0.1166666667,0.1,12.33333333,0.926,0.45,0.95,4405.817639,5196.152423,0,60,0.4275,30,10,-1,0,0.1,2.5,0.1,0.926,12.33333333,0.3,0.45,60,0.39,140,0.95,0.01324006986,1.1e-09,50,5.833333333,3.15,-0.1166666667
00073,glassy_pc,CDP_drucker_prager_unified,morris,8,0,,0,OK,OK,Design_00073_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,2802.0,0.13075175191185603,7.0675643517082944,2.0979608411817763,1.6695747375488281,1.013083437126573,1.0540618896484375,3.5849828062845437,0.0007723680469791978,3.6437506675720215,3.3865628242492676,0.9033452291009814,0.06036170428064194,0.022300398580802176,0.019309886051212456,0.059902301289874046,,0.3333333333,0.6666666667,0,1,0,0.3333333333,0.6666666667,0,20.51971136,0.3,-0.35,0.2,1,0.852,0.3166666667,0,1506.768438,1777.059132,0,20.51971136,0,30,5,-1,0,0.2,2.5,0.2,0.852,1,0.3,0.3166666667,60,0.39,140,0,0.05807129869,1.1e-09,50,17.5,44.33333333,-0.35
00074,glassy_pc,CDP_drucker_prager_unified,morris,8,1,mu_eff,-1,OK,OK,Design_00074_Results.csv,0.01,5000.0,3.62976e-07,0.01,0.04,progressive,2.0,2615.0,0.10186353823392756,1.224704638319094,1.475520050893522,0.5102395415306091,0.06193088955316218,0.3780704736709595,2.903702999124223,0.0009898953479775764,4.039490222930908,1.1622657775878906,0.22050768793263933,0.053705970098077385,0.01978571263521351,0.018607917517709356,0.02742165373822429,,0.3333333333,0.6666666667,0,1,0,0.3333333333,0,0,20.51971136,0.3,-0.35,0.2,1,0.852,0.05,0,1506.768438,1777.059132,0,20.51971136,0,30,5,-1,0,0.2,2.5,0.2,0.852,1,0.3,0.05,60,0.39,140,0,0.05807129869,1.1e-09,50,17.5,7,-0.35
