rank,factor,rel_max,rel_mean,rank_best,rank_mean,sigma_ratio_max,rel_lo_best,n_qoi_retained,retained_in,verdict
1,X,1.0,0.8500471520177268,1,1.25,0.40431538193577105,0.8167393530986025,4,Fn_half_N;scof;residual_depth_mm;pile_up_mm,RETAIN
2,mu_eff,1.0,0.4227679280582084,1,2.75,1.5539252270558257,0.8243071577632081,2,scof;pile_up_mm,RETAIN
3,beta,0.4056369028629653,0.20652568488084283,3,3.5,0.848163904350983,0.31826928072821653,2,Fn_half_N;pile_up_mm,RETAIN
4,w,0.3400084237643896,0.21863694541008472,2,3.25,0.6704335543283473,0.2559949545070164,2,Fn_half_N;pile_up_mm,RETAIN
5,h,0.24807602245735172,0.1370664623314847,3,4.75,1.6411054443382473,0.06792684135162637,2,Fn_half_N;pile_up_mm,RETAIN
6,K,0.12573143614437174,0.06965428244203031,5,6.0,1.3890038483061353,nan,0,,freeze
7,eps_c,0.06839695198736807,0.035823714774163726,5,6.75,1.4755049256918862,nan,0,,freeze
8,phi,0.05430708119500064,0.021184138369994457,7,7.75,1.5110406548175035,nan,0,,freeze
