qoi,factor,mu_star,mu_star_lo,mu_star_hi,sigma,sigma_ratio,rel,rel_lo,mu_signed,n_eff,mu_star_threshold,verdict
h_r,mu_eff,0.0041435363578088856,0.0017316217575314306,0.006627023891888655,0.003230229581491139,0.7795827772582389,0.31340454438762855,0.1309746267697342,0.0041435363578088856,8,0.002644209493455226,RETAIN?
h_r,phi,0.0009142501238392218,0.00021064855267334144,0.0017844350943774599,0.000993818720886644,1.0870315409018365,0.06915111121884358,0.01593281872671019,0.0009142501238392218,7,0.002644209493455226,freeze
h_p,X,0.010052773565087138,0.006853464939057537,0.013531088220754375,0.0046281741056456915,0.46038778011663833,1.0,0.6817486631609145,0.010052773565087138,9,0.0020105547130174276,RETAIN
h_p,h,0.0015907963839081505,0.0007360583659506581,0.002475292126848754,0.001698147091082226,1.0674823681144814,0.1582445256135998,0.07321943155140369,-0.0009726429002099175,6,0.0020105547130174276,freeze
h_p,w,0.0038541189104656128,0.002542964876109102,0.005562432277669579,0.00344569880270438,0.8940302265578277,0.3833886126561934,0.25296151948957774,-0.0029443365526354475,10,0.0020105547130174276,RETAIN
h_p,eps_c,0.001073470226788832,0.00037757350877229363,0.0018600828276127011,0.0013791577745358042,1.2847657439567772,0.10678348814271012,0.03755913791628518,-0.0005769604838296213,8,0.0020105547130174276,freeze
h_p,beta,0.003952636947438126,0.002009921298933324,0.005811673664059692,0.002487354126468403,0.6292898031225873,0.3931886978102709,0.19993699111195506,-0.003952636947438126,8,0.0020105547130174276,RETAIN?
h_p,K,0.0031244790947737144,0.0013301354789513695,0.0051187686410023615,0.0028373130276816722,0.9080915383391804,0.3108076666150026,0.13231527302782134,0.0029857592149930014,9,0.0020105547130174276,RETAIN?
h_p,mu_eff,0.004659847805657581,0.0022502463684599423,0.008033217620232696,0.005923915379514932,1.2712679955604194,0.46353852252686145,0.22384333576108326,-0.002007344481067661,8,0.0020105547130174276,RETAIN
h_p,phi,0.0005437665137733408,0.00010047265930910923,0.0011399284263931087,0.000700884993288814,1.2889447502480176,0.054091192868584964,0.009994521278987778,0.0005096280005220066,7,0.0020105547130174276,freeze
