file,z [mm],d_cmd [um],F_n [N],F_t [N],SCOF [-],w0 [um],w0_s [um],h_r [um],h_p [um],h_p_left [um],h_p_right [um],A_groove [um^2],A_pile [um^2],A_ratio [-],k_lateral [-],present
Design_00001_Results.csv,0.847255,8.47255,1.53551,0.475664,0.30976,74.9853,75.1153,-1.90265,0.847875,0.847875,0.847875,99.5241,72.0136,0.72358,0.650965,1
Design_00001_Results.csv,0.853222,8.53222,1.55349,0.48206,0.310292,75.6042,75.4027,-1.96821,0.881043,0.881043,0.881043,103.321,74.1774,0.717929,0.654089,1
Design_00001_Results.csv,0.859189,8.59189,1.57147,0.488456,0.310825,75.9645,75.7065,-2.00575,0.914625,0.914625,0.914625,105.817,76.2248,0.720347,0.65497,1
Design_00001_Results.csv,0.865155,8.65155,1.58987,0.495177,0.311442,76.272,76.1749,-2.02523,0.951374,0.951374,0.951374,107.51,78.538,0.730518,0.6554,1
Design_00001_Results.csv,0.871122,8.71122,1.60833,0.501948,0.312073,76.8589,76.5979,-2.10283,0.987993,0.987993,0.987993,111.935,80.805,0.72189,0.658227,1
Design_00001_Results.csv,0.877088,8.77088,1.62679,0.50872,0.312704,77.2964,77.0391,-2.16886,1.02657,1.02657,1.02657,116.415,83.356,0.716025,0.659769,1
Design_00001_Results.csv,0.883055,8.83055,1.64521,0.515414,0.313273,77.7292,77.5388,-2.19991,1.08207,1.08207,1.08207,118.185,85.8408,0.726326,0.661269,1
Design_00001_Results.csv,0.889021,8.89021,1.6636,0.522033,0.313782,78.2709,77.949,-2.31381,1.15207,1.15207,1.15207,123.944,88.8361,0.716745,0.66369,1
Design_00001_Results.csv,0.894988,8.94988,1.68199,0.528653,0.31429,78.4993,78.4008,-2.39868,1.21036,1.21036,1.21036,128.868,91.387,0.709151,0.663454,1
Design_00001_Results.csv,0.900955,9.00955,1.70039,0.535344,0.314832,79.1036,78.9018,-2.45492,1.25448,1.25448,1.25448,132.597,92.8882,0.700531,0.666395,1
Design_00001_Results.csv,0.906921,9.06921,1.71885,0.542407,0.315545,79.7335,79.4202,-2.52283,1.30564,1.30564,1.30564,136.887,94.9101,0.693347,0.669539,1
Design_00001_Results.csv,0.912888,9.12888,1.7373,0.54947,0.316259,80.3446,79.9222,-2.62371,1.37633,1.37633,1.37633,142.656,98.5584,0.69088,0.672514,1
Design_00001_Results.csv,0.918854,9.18854,1.75575,0.556534,0.316972,80.5071,80.429,-2.69831,1.45462,1.45462,1.45462,145.869,103.053,0.706475,0.671734,1
Design_00001_Results.csv,0.924821,9.24821,1.77576,0.56457,0.317908,81.1308,80.8368,-2.7402,1.49668,1.49668,1.49668,149.563,105.893,0.708019,0.674802,1
Design_00001_Results.csv,0.930788,9.30788,1.79613,0.572839,0.318897,81.3645,81.1873,-2.80763,1.54574,1.54574,1.54574,154.066,108.805,0.706223,0.674625,1
Design_00001_Results.csv,0.936754,9.36754,1.81651,0.581107,0.319886,81.7468,81.566,-2.87009,1.57849,1.57849,1.57849,157.993,111.77,0.707436,0.675685,1
Design_00001_Results.csv,0.942721,9.42721,1.83767,0.589906,0.320989,82.0217,81.8456,-2.9224,1.62076,1.62076,1.62076,161.212,114.844,0.712378,0.675859,1
