file,z [mm],d_cmd [um],F_n [N],F_t [N],SCOF [-],w0 [um],w0_s [um],h_r [um],h_p [um],h_p_left [um],h_p_right [um],A_groove [um^2],A_pile [um^2],A_ratio [-],k_lateral [-],present
Design_00001_Results.csv,0.50716,5.0716,0.726684,0.26534,0.365219,75.2647,75.1058,-0.204353,0.0134265,0.0134265,0.0134265,16.2053,0,0,0.840871,1
Design_00001_Results.csv,0.513126,5.13126,0.740573,0.269195,0.363574,74.9469,75.0325,-0.215108,0.0133856,0.0133856,0.0133856,16.3632,0,0,0.832502,1
Design_00001_Results.csv,0.519093,5.19093,0.754461,0.273051,0.361929,74.8859,75.1247,-0.22406,0.0144805,0.0144805,0.0144805,16.9366,0,0,0.827092,1
Design_00001_Results.csv,0.52506,5.2506,0.768576,0.277041,0.360514,75.4013,75.1769,-0.241746,0.0150586,0.0150586,0.0150586,17.4099,0,0,0.828101,1
Design_00001_Results.csv,0.531026,5.31026,0.782732,0.281056,0.35914,75.4736,75.3177,-0.248252,0.0157609,0.0157609,0.0157609,17.6345,0,0,0.824288,1
Design_00001_Results.csv,0.536993,5.36993,0.796888,0.285071,0.357766,75.5101,75.6231,-0.255636,0.0181896,0.0181896,0.0181896,17.9231,0,0,0.820155,1
Design_00001_Results.csv,0.542959,5.42959,0.810863,0.289235,0.356717,76.1076,75.6205,-0.267705,0.0204543,0.0204543,0.0204543,18.3893,0,0,0.822152,1
Design_00001_Results.csv,0.548926,5.48926,0.824655,0.293548,0.355998,75.3907,75.6625,-0.281294,0.021136,0.021136,0.021136,18.7541,0,0,0.81003,1
Design_00001_Results.csv,0.554893,5.54893,0.838447,0.297862,0.355279,75.6414,75.6366,-0.296816,0.0238299,0.0238299,0.0238299,19.3598,0,0,0.808404,1
Design_00001_Results.csv,0.560859,5.60859,0.852322,0.302143,0.354502,75.4068,75.3173,-0.308086,0.0292278,0.0292278,0.0292278,19.6269,0,0,0.80166,1
Design_00001_Results.csv,0.566826,5.66826,0.866688,0.30623,0.35338,74.8301,74.9419,-0.330765,0.0277997,0.0277997,0.0277997,20.1847,0,0,0.79139,1
Design_00001_Results.csv,0.572792,5.72792,0.881054,0.310317,0.352258,73.8893,74.3775,-0.341965,0.0298318,0.0298318,0.0298318,20.566,0.0100779,0.000490027,0.777419,1
Design_00001_Results.csv,0.578759,5.78759,0.89542,0.314404,0.351136,73.3839,73.8876,-0.357322,0.0330913,0.0330913,0.0330913,20.9591,0.0436149,0.00208096,0.768169,1
Design_00001_Results.csv,0.584726,5.84726,0.909495,0.318518,0.35024,73.4473,73.4985,-0.375182,0.0358552,0.0358552,0.0358552,21.6337,0.0976674,0.00451461,0.764957,1
Design_00001_Results.csv,0.590692,5.90692,0.923495,0.322638,0.349402,73.2734,73.2294,-0.389078,0.0398398,0.0398398,0.0398398,22.6971,0.164742,0.00725827,0.75934,1
Design_00001_Results.csv,0.596659,5.96659,0.937494,0.326759,0.348565,72.8131,73.0776,-0.404908,0.0416426,0.0416426,0.0416426,23.6334,0.262378,0.011102,0.750844,1
Design_00001_Results.csv,0.602625,6.02625,0.951419,0.330656,0.347562,72.7768,72.63,-0.41937,0.0458704,0.0458704,0.0458704,23.025,0.381589,0.0165728,0.746802,1
Design_00001_Results.csv,0.608592,6.08592,0.965249,0.334266,0.346348,71.657,72.0489,-0.44536,0.0499841,0.0499841,0.0499841,23.6761,0.495374,0.020923,0.731753,1
Design_00001_Results.csv,0.614558,6.14558,0.97908,0.337877,0.345135,70.9486,71.5618,-0.464887,0.0534711,0.0534711,0.0534711,25.4863,0.646536,0.025368,0.721048,1
Design_00001_Results.csv,0.620525,6.20525,0.99304,0.34157,0.343967,70.8648,70.9937,-0.479345,0.0565407,0.0565407,0.0565407,25.7082,0.834863,0.0324745,0.71678,1
Design_00001_Results.csv,0.626492,6.26492,1.00835,0.346112,0.343273,70.5046,70.5572,-0.496166,0.0591819,0.0591819,0.0591819,25.5861,1.00757,0.0393796,0.709787,1
Design_00001_Results.csv,0.632458,6.32458,1.02366,0.350655,0.342578,69.9108,70.1461,-0.521312,0.065282,0.065282,0.065282,26.8073,1.20059,0.0447862,0.700534,1
Design_00001_Results.csv,0.638425,6.38425,1.03897,0.355197,0.341884,69.3041,70.0173,-0.552229,0.0679965,0.0679965,0.0679965,27.2727,1.42002,0.0520673,0.691254,1
Design_00001_Results.csv,0.644391,6.44391,1.05307,0.35954,0.341431,70.3496,69.6052,-0.564227,0.0740639,0.0740639,0.0740639,29.1485,1.72581,0.0592076,0.698479,1
