id,family,campaign,method,traj,step,moved,sign,status,file,fine_size_x,mass_scale,force_source,n_window,Fn_half_N,Fn_cv_pct,Ft_half_N,scof,contact_radius_mm,H_MPa,residual_depth_mm,residual_rel_pct,pile_up_mm,pile_up_max_mm,pile_up_ratio,profile_method,profile_n_fail_flags,profile_n_warn_flags,AE_over_IE_pct,KE_over_IE_pct,PW_over_IE_pct,MW_over_IE_pct,ETOTAL_drift_pct,wallclock_s,family_resolved,q_quasi_static,q_hourglass,q_energy_total,q_artificial_energy,q_force_magnitude,q_strain_level,q_friction_physics,q_steady_state,q_settling,q_recovery,parse_error,u_X,u_h,u_w,u_eps_c,u_beta,u_K,u_mu_eff,u_phi,g_X,g_h,g_w,g_eps_c,g_beta,g_K,g_mu_eff,g_phi,p_E,p_E_star,p_Q,p_X,p_alpha,p_attack_angle_deg,p_b,p_branch,p_dilation_angle,p_eps_c,p_eps_max,p_eps_soft,p_flow_stress_ratio,p_friction_angle,p_h,p_mu_eff,p_n_points,p_nu,p_p_ref_MPa,p_phi,p_rho,p_sigma_y0,p_soft_drop,p_tau0,p_w
00001,glassy_pc,CDP_drucker_prager_unified,morris,0,0,,0,WARN,Design_00001_Results.csv,0.01,20000.0,RF2,11,2.4218024123798716,3.0114998396290997,0.7954071760177612,0.32843603258125653,0.12287187078897964,204.24144984460938,0.025752641260623932,64.38160315155983,0.028494907543063164,nan,1.106484855463435,at_final_position,0,0,3.8040738423116984,0.023736257105258955,4.710897968023369,0.0,3.462830560875912,5707.0,1,PASS,PASS,PASS,WARN,PASS,PASS,PASS,SKIP,PASS,PASS,,1,0,0.3333333333,0,0,0.6666666667,0,0.3333333333,60,0,-0.1166666667,0.02,1,0.926,0.05,0.3333333333,4405.817639,5196.152423,0,60,0.01666666667,30,50,-1,0,0.02,2.5,0.02,0.926,1,0,0.05,60,0.39,140,0.3333333333,1.1e-09,50,5.833333333,4.666666667,-0.1166666667
00002,glassy_pc,CDP_drucker_prager_unified,morris,0,1,w,1,WARN,Design_00002_Results.csv,0.01,20000.0,RF2,11,3.502866506576538,2.426283674182018,1.0565058643167669,0.30161179774713237,0.12287187078897964,295.4124292956957,0.02081890217959881,52.04725544899702,0.025242634117603302,nan,1.2124863213171475,at_final_position,0,0,1.9703191880513515,0.013255347619946307,3.1077303507790384,0.0,2.650285081283388,4078.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0,1,0,0,0.6666666667,0,0.3333333333,60,0,0.35,0.02,1,0.926,0.05,0.3333333333,4405.817639,5196.152423,17.5,60,0.01666666667,30,50,1,0,0.02,2.5,0.02,0.926,1,0,0.05,60,0.39,140,0.3333333333,1.1e-09,50,0,4.666666667,0.35
00003,glassy_pc,CDP_drucker_prager_unified,morris,0,2,K,-1,WARN,Design_00003_Results.csv,0.01,20000.0,RF2,11,3.485835920680653,2.3109764511981394,1.0623942613601685,0.30477460372051096,0.12287187078897964,293.97616367084623,0.023174619302153587,57.93654825538397,0.02446262538433075,nan,1.055578305964123,at_final_position,0,0,2.1941514191129463,0.014384261810160566,3.7504203853019913,0.0,2.7284105234445635,6133.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0,1,0,0,0,0,0.3333333333,60,0,0.35,0.02,1,0.778,0.05,0.3333333333,4405.817639,5196.152423,17.5,60,0.01666666667,30,50,1,0,0.02,2.5,0.02,0.778,1,0,0.05,60,0.39,140,0.3333333333,1.1e-09,50,0,4.666666667,0.35
00004,glassy_pc,CDP_drucker_prager_unified,morris,0,3,beta,1,WARN,Design_00004_Results.csv,0.01,20000.0,RF2,11,4.352523240176114,2.0386644075132536,1.2382837425578723,0.28449790483089255,0.12287187078897964,367.0677890614339,0.016854213550686836,42.13553387671709,0.020987292751669884,nan,1.2452252778543096,at_final_position,0,0,1.259287444205817,0.00882894024507084,2.2506986749324054,0.0,2.2756402754373193,2976.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0,1,0,0.6666666667,0,0,0.3333333333,60,0,0.35,0.02,23.66666667,0.778,0.05,0.3333333333,4405.817639,5196.152423,17.5,60,0.01666666667,30,50,1,0,0.02,2.5,0.02,0.778,23.66666667,0,0.05,60,0.39,140,0.3333333333,1.1e-09,50,0,4.666666667,0.35
00005,glassy_pc,CDP_drucker_prager_unified,morris,0,4,phi,1,WARN,Design_00005_Results.csv,0.01,20000.0,RF2,11,4.345575592734597,2.012596151458132,1.2833662900057705,0.2953271120519549,0.12287187078897964,366.4818628193875,0.01666543260216713,41.663581505417824,0.021430009976029396,nan,1.2858958112640109,at_final_position,0,0,1.3091067959940783,0.009127726481924383,2.286099405438035,0.0,2.2636940142041913,2966.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0,1,0,0.6666666667,0,0,1,60,0,0.35,0.02,23.66666667,0.778,0.05,1,4405.817639,5196.152423,17.5,60,0.05,30,50,1,0,0.02,2.5,0.02,0.778,23.66666667,0,0.05,60,0.39,140,1,1.1e-09,50,0,0,0.35
00006,glassy_pc,CDP_drucker_prager_unified,morris,0,5,h,1,WARN,Design_00006_Results.csv,0.01,20000.0,RF2,11,4.585774725133723,2.0694795082083335,1.3654934601350264,0.29776723497799124,0.12287187078897964,386.73893201786336,0.017658162862062454,44.145407155156136,0.0187689196318388,nan,1.0629033030476087,at_final_position,0,0,1.0710900916046686,0.007847909009673104,2.210349205492743,0.0,2.1687391138844534,2099.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0.6666666667,1,0,0.6666666667,0,0,1,60,0.3,0.35,0.02,23.66666667,0.778,0.05,1,4405.817639,5196.152423,17.5,60,0.05,30,50,1,0,0.02,2.5,0.02,0.778,23.66666667,0.3,0.05,60,0.39,140,1,1.1e-09,50,0,0,0.35
00007,glassy_pc,CDP_drucker_prager_unified,morris,0,6,eps_c,1,WARN,Design_00007_Results.csv,0.01,20000.0,RF2,11,4.398033488880504,2.2308514447245136,1.33393056826158,0.303301594140686,0.12287187078897964,370.9058722719627,0.01795143075287342,44.87857688218355,0.018888277933001518,nan,1.052187883685992,at_final_position,0,0,1.062284292774326,0.008242968640936592,2.2697556700950727,0.0,2.2048264284050325,3562.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0.6666666667,1,0.6666666667,0.6666666667,0,0,1,60,0.3,0.35,0.08666666667,23.66666667,0.778,0.05,1,4405.817639,5196.152423,17.5,60,0.05,30,11.53846154,1,0,0.08666666667,2.5,0.08666666667,0.778,23.66666667,0.3,0.05,60,0.39,140,1,1.1e-09,50,0,0,0.35
00008,glassy_pc,CDP_drucker_prager_unified,morris,0,7,mu_eff,1,WARN,Design_00008_Results.csv,0.01,20000.0,RF2,11,4.16042405908758,2.85540164184807,2.9783784476193516,0.7158833823955286,0.12287187078897964,350.8672042990589,0.010781921446323395,26.954803615808487,0.021154921501874924,nan,1.9620734214390603,at_final_position,0,0,1.6964872144986962,0.01383864846839228,3.908394203862367,0.0,1.3617608069166318,4028.0,1,PASS,PASS,PASS,WARN,WARN,PASS,PASS,SKIP,PASS,PASS,,1,0.6666666667,1,0.6666666667,0.6666666667,0,0.6666666667,1,60,0.3,0.35,0.08666666667,23.66666667,0.778,0.3166666667,1,4405.817639,5196.152423,17.5,60,0.3166666667,30,11.53846154,1,0,0.08666666667,2.5,0.08666666667,0.778,23.66666667,0.3,0.3166666667,60,0.39,140,1,1.1e-09,50,0,0,0.35
00009,glassy_pc,CDP_drucker_prager_unified,morris,0,8,X,-1,WARN,Design_00009_Results.csv,0.01,20000.0,RF2,11,2.0076150677420874,2.443902894137148,0.9742718935012817,0.4852881955090226,0.12287187078897964,169.31117504445325,0.0006142048514448106,1.5355121286120266,0.0092227878049016,nan,15.015817252512068,at_final_position,0,0,0.9117794656862003,0.0372571838202107,11.617903933801712,0.0,7.2284541600049765,1143.0,1,PASS,PASS,PASS,WARN,PASS,PASS,WARN,SKIP,PASS,WARN,,0.3333333333,0.6666666667,1,0.6666666667,0.6666666667,0,0.6666666667,1,11.44714243,0.3,0.35,0.08666666667,23.66666667,0.778,0.3166666667,1,840.5670336,991.3516141,17.5,11.44714243,0.3166666667,30,11.53846154,1,0,0.08666666667,2.5,0.08666666667,0.778,23.66666667,0.3,0.3166666667,60,0.39,140,1,1.1e-09,50,0,0,0.35
00010,glassy_pc,CDP_drucker_prager_unified,morris,1,0,,0,WARN,Design_00010_Results.csv,0.01,20000.0,RF2,11,2.803861314600164,2.192120974768849,0.6793491461060264,0.24229056643013844,0.12287187078897964,236.4621891240088,0.012352139689028263,30.880349222570658,0.017343314364552498,nan,1.404073690970126,at_final_position,0,0,0.8727998601262799,0.013616751220352743,1.9995293711456172,0.0,4.26410404243023,1864.0,1,PASS,PASS,PASS,WARN,PASS,PASS,WARN,SKIP,PASS,PASS,,0.6666666667,0,0.6666666667,0,0.3333333333,0.6666666667,0,1,26.20741394,0,0.1166666667,0.02,12.33333333,0.926,0.05,1,1924.41811,2269.628624,5.833333333,26.20741394,0.05,30,50,1,0,0.02,2.5,0.02,0.926,12.33333333,0,0.05,60,0.39,140,1,1.1e-09,50,0,0,0.1166666667
