# Simulated using Abaqus — Aarhus University
# Made by Peter Thorhauge Moellmann(ft. Jacques Nithart)
# Simulation date and time: 2026-06-09 11:22:31
# ----------------------------
# Indenter type: rockwell with tip radius 0.2mm and cone angle 60 degrees
# Material parameters: rho=1.2e-09, C10=0.3, C01=0.03, D1=0.1, mu_friction=0.3
# WallclockTime=85.00 s
Time,RF1,RF2,RF3,ALLKE,ALLIE,ALLAE,ALLPW,ETOTAL,NodeLabel,x_undeformed,y_undeformed,z_undeformed,x_deformed,y_deformed,z_deformed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.24,0.0,0.0,0.2582366,-1.6697216778993607e-05,-0.006892303936183453
0.00010190124885411933,-2.4010701054066885e-06,-2.489056350896135e-05,2.0174938981654122e-06,1.3347292160403867e-08,5.211116871350896e-08,1.0558803609228562e-08,0.0,0.0,321,0.2,0.0,0.0,0.21518575,-0.00010804552584886551,-0.0066840555518865585
0.00020334671717137098,-1.661886381043587e-05,-0.00026173912920057774,9.986457371269353e-06,6.002021279982728e-08,1.8151135350308323e-07,4.6844188972272605e-08,0.0,0.0,322,0.16,0.0,0.0,0.17103693,0.00014131935313344002,-0.005849235691130161
0.00030429987236857414,6.090562237659469e-06,-0.0003771281335502863,1.7668620785116218e-05,9.03198085211443e-08,5.198637609282741e-07,8.170956533604112e-08,0.0,0.0,323,0.12,0.0,0.0,0.12761323,-0.0004106932319700718,-0.0052161188796162605
0.00040486117359250784,3.673863466246985e-05,-0.0004987810389138758,4.9357200623489916e-05,1.909098159558198e-07,1.1170071729793563e-06,1.5840167577607644e-07,0.0,0.0,324,0.08,0.0,0.0,0.0846287,0.00023805070668458939,-0.004738450516015291
0.000504623691085726,0.00010615643986966461,-0.0006077123107388616,0.00012329206219874322,2.665327087925107e-07,2.019357452809345e-06,2.148208295693621e-07,0.0,0.0,325,0.04,0.0,0.0,0.042107616,-0.0010832478292286396,-0.004359033424407244
0.000603350403252989,5.097482062410563e-05,-0.0008175434777513146,6.398301047738642e-05,3.8141482150422235e-07,3.1679933272243943e-06,2.455140872825723e-07,0.0,0.0,12,0.0,0.0,0.0,9.644777e-06,-0.001087411306798458,-0.004160615149885416
0.0007012533606030047,3.072981780860573e-05,-0.0009792223572731018,1.75291297637159e-05,4.4238848317945667e-07,4.6394666242122184e-06,3.09298883394149e-07,0.0,0.0,389,0.24,0.0,0.039682537317276,0.25802755,-7.633678615093231e-05,0.03370138397440314
0.0008045171853154898,7.997194188646972e-05,-0.0011169337667524815,2.29893448704388e-05,5.619654643851391e-07,6.565614057763014e-06,4.192202140984591e-07,0.0,0.0,2274,0.2,0.0,0.039682537317276,0.21451144,-6.383424624800682e-05,0.03439195826649666
0.0009007593034766614,0.00013704784214496613,-0.0013453307328745723,3.626810575951822e-05,6.69934593133803e-07,8.607192285126075e-06,5.325262577571266e-07,0.0,0.0,2273,0.16,0.0,0.039682537317276,0.17053796,4.460010677576065e-05,0.035199704580008984
0.0010000000474974513,0.00017535693768877536,-0.0015458471607416868,4.621179687092081e-05,7.67048504712875e-07,1.118237469199812e-05,6.589747272300883e-07,0.0,0.0,2272,0.12,0.0,0.039682537317276,0.12701882,-0.00011062202975153923,0.035883518401533365
,,,,,,,,,2271,0.08,0.0,0.039682537317276,0.08411674,5.32073900103569e-05,0.03630117326974869
,,,,,,,,,2270,0.04,0.0,0.039682537317276,0.042036705,-0.00030877115204930305,0.03667975077405572
,,,,,,,,,388,0.0,0.0,0.039682537317276,7.284805e-06,0.00011604232713580132,0.03669008053839207
,,,,,,,,,390,0.24,0.0,0.079365074634552,0.2575938,-0.00010793330147862434,0.07462637638673186
,,,,,,,,,2269,0.2,0.0,0.079365074634552,0.21374986,4.434259608387947e-05,0.07562702638097107
,,,,,,,,,2268,0.16,0.0,0.079365074634552,0.16999128,3.941124305129051e-05,0.07600499992258847
,,,,,,,,,2267,0.12,0.0,0.079365074634552,0.12649128,2.7387868613004684e-05,0.07666541915386915
,,,,,,,,,2266,0.08,0.0,0.079365074634552,0.08398644,-0.00015476346015930176,0.07707308349199593
,,,,,,,,,2265,0.04,0.0,0.079365074634552,0.041757133,-0.000945037230849266,0.0774719980545342
,,,,,,,,,387,0.0,0.0,0.079365074634552,1.335796e-05,-0.0014257035218179226,0.07754517416469753
,,,,,,,,,391,0.24,0.0,0.119047611951828,0.2570837,-0.00028989091515541077,0.11556417727842927
,,,,,,,,,2264,0.2,0.0,0.119047611951828,0.21331027,0.00011036265641450882,0.11625114968046546
,,,,,,,,,2263,0.16,0.0,0.119047611951828,0.16973206,7.890164852142334e-06,0.11671413970179856
,,,,,,,,,2262,0.12,0.0,0.119047611951828,0.1263751,-1.047179102897644e-05,0.11724656797014177
,,,,,,,,,2261,0.08,0.0,0.119047611951828,0.08379581,-0.0001062643714249134,0.1177154986653477
,,,,,,,,,2260,0.04,0.0,0.119047611951828,0.04151325,-0.000601678155362606,0.11797770392149687
,,,,,,,,,386,0.0,0.0,0.119047611951828,1.8734485e-05,-0.0005634017288684845,0.11819222557824105
,,,,,,,,,392,0.24,0.0,0.158730149269104,0.2564005,-4.745088517665863e-05,0.15612894808873534
,,,,,,,,,2259,0.2,0.0,0.158730149269104,0.21299051,-6.743660196661949e-05,0.15698449476622045
,,,,,,,,,2258,0.16,0.0,0.158730149269104,0.1692796,-3.630388528108597e-05,0.15723246498964727
,,,,,,,,,2257,0.12,0.0,0.158730149269104,0.12621912,-4.380103200674057e-05,0.15720689832232893
,,,,,,,,,2256,0.08,0.0,0.158730149269104,0.08345428,-0.00013465667143464088,0.15762671479023993
,,,,,,,,,2255,0.04,0.0,0.158730149269104,0.041412164,-0.0009559234604239464,0.15807113982737064
,,,,,,,,,385,0.0,0.0,0.158730149269104,1.1614524e-05,-0.0015249396674335003,0.15833199070766568
,,,,,,,,,393,0.24,0.0,0.19841268658638,0.25591227,-0.0001450791023671627,0.19663739204406738
,,,,,,,,,2254,0.2,0.0,0.19841268658638,0.21263698,1.061800867319107e-05,0.1972667435184121
,,,,,,,,,2253,0.16,0.0,0.19841268658638,0.16893062,0.00011235708370804787,0.19730776315554976
,,,,,,,,,2252,0.12,0.0,0.19841268658638,0.12598804,-5.643395707011223e-05,0.19756769767263904
,,,,,,,,,2251,0.08,0.0,0.19841268658638,0.08320536,1.864694058895111e-05,0.19796555797802284
,,,,,,,,,2250,0.04,0.0,0.19841268658638,0.041444935,-0.0011128373444080353,0.19805074742180295
,,,,,,,,,384,0.0,0.0,0.19841268658638,2.2376888e-05,-0.0009588878601789474,0.19824492707266472
,,,,,,,,,394,0.24,0.0,0.238095223903656,0.25574273,-0.00023157894611358643,0.2369374583940953
,,,,,,,,,2249,0.2,0.0,0.238095223903656,0.21206902,7.209042087197304e-05,0.2374896023538895
,,,,,,,,,2248,0.16,0.0,0.238095223903656,0.16871403,-0.0001221662387251854,0.23742870189016685
,,,,,,,,,2247,0.12,0.0,0.238095223903656,0.12575379,0.00022132974117994308,0.23757491051219404
,,,,,,,,,2246,0.08,0.0,0.238095223903656,0.083127156,-0.00030890293419361115,0.2382209590577986
,,,,,,,,,2245,0.04,0.0,0.238095223903656,0.041236058,-0.0010830205865204334,0.23838176031131297
