# Simulated using Abaqus — Aarhus University
# Made by Peter Thorhauge Moellmann(ft. Jacques Nithart)
# Simulation date and time: 2026-06-09 08:51:27
# ----------------------------
# Indenter type: rockwell with tip radius 0.2mm and cone angle 60 degrees
# Material parameters: rho=1.2e-09, C10=0.3, C01=0.03, D1=0.1, mu_friction=0.3
# WallclockTime=109.00 s
Time,RF1,RF2,RF3,ALLKE,ALLIE,ALLAE,NodeLabel,x_undeformed,y_undeformed,z_undeformed,x_deformed,y_deformed,z_deformed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0.24,0.0,0.0,0.25804505,-8.829589933156967e-05,-0.007759442552924156
0.00010062945511890575,-7.507355803682003e-06,-3.5752618714468554e-05,-3.6097100064580445e-07,3.4716529651035444e-09,3.9099653292851144e-08,1.3362869033528568e-08,321,0.2,0.0,0.0,0.21450675,-4.091067239642143e-05,-0.007393393199890852
0.00020086817676201463,-1.1232209544687066e-05,-9.894166578305885e-05,-3.864363407046767e-06,1.589937781432127e-08,1.503196216390279e-07,3.817448046561367e-08,322,0.16,0.0,0.0,0.17054282,-3.508571535348892e-05,-0.006294043269008398
0.00030076681287027895,-3.558498065103777e-05,-0.00024359901726711541,-6.167188985273242e-06,2.5494776068057945e-08,4.609003951827617e-07,6.902351401549822e-08,323,0.12,0.0,0.0,0.12698683,-0.00021416740491986275,-0.005479986779391766
0.0004001974011771381,-1.3631001820613164e-05,-0.000375075003830716,1.4720959370606579e-05,3.749923749296613e-08,1.006090883493016e-06,1.2218072242831113e-07,324,0.08,0.0,0.0,0.083954245,-0.0004425579681992531,-0.00496654212474823
0.0005007315194234252,-2.3849610442994162e-05,-0.0005546854226849973,7.866017767810263e-06,4.9186017037072816e-08,1.8574838804852334e-06,1.6480019837672444e-07,325,0.04,0.0,0.0,0.041802093,-0.0012074303813278675,-0.004394643474370241
0.0006003598682582378,-8.259917194664013e-06,-0.0007271756185218692,9.505206435278524e-06,4.690356192327272e-08,3.0395433441299247e-06,2.2845992475595267e-07,12,0.0,0.0,0.0,2.3246743e-05,-0.0013081487268209457,-0.004004445858299732
0.0007009550463408232,1.09351030914695e-05,-0.0009124682983383536,3.442968591116369e-05,3.921144653418196e-08,4.5539968596131075e-06,3.0574818765671807e-07,389,0.24,0.0,0.039682537317276,0.25715595,8.671963587403297e-05,0.03290947014465928
0.0008002702379599214,3.89669876312837e-05,-0.001078220782801509,3.1756251701153815e-05,3.030854500707392e-08,6.374500117090065e-06,4.166372775671334e-07,2274,0.2,0.0,0.039682537317276,0.21369828,-0.00033302465453743935,0.03370621567592025
0.0009000991121865809,7.66632947488688e-05,-0.0013013880234211683,2.829906043189112e-05,3.5221344063529614e-08,8.509337931172922e-06,5.212161795498105e-07,2273,0.16,0.0,0.039682537317276,0.1697915,-4.754355177283287e-05,0.034530636854469776
0.0010000000474974513,0.00013454211875796318,-0.0015255489852279425,8.33899321150966e-05,5.1689777791352753e-08,1.104574948840309e-05,6.468435458373278e-07,2272,0.12,0.0,0.039682537317276,0.1265107,-0.00043659331277012825,0.03533979877829552
,,,,,,,2271,0.08,0.0,0.039682537317276,0.08369868,-0.0005218381993472576,0.03626360837370157
,,,,,,,2270,0.04,0.0,0.039682537317276,0.041690275,-0.0011026151478290558,0.03687372896820307
,,,,,,,388,0.0,0.0,0.039682537317276,2.0591542e-05,-0.001019516959786415,0.03673985577188432
,,,,,,,390,0.24,0.0,0.079365074634552,0.25652945,-0.0002198563888669014,0.07384594483301044
,,,,,,,2269,0.2,0.0,0.079365074634552,0.21288806,-0.00017420202493667603,0.07480009132996202
,,,,,,,2268,0.16,0.0,0.079365074634552,0.1690043,-0.0001608799211680889,0.07555949175730348
,,,,,,,2267,0.12,0.0,0.079365074634552,0.12608019,-6.648525595664978e-05,0.07595347915776074
,,,,,,,2266,0.08,0.0,0.079365074634552,0.08339619,-0.0005864491686224937,0.0766300605610013
,,,,,,,2265,0.04,0.0,0.079365074634552,0.041249357,-0.0015867962501943111,0.07720211404375732
,,,,,,,387,0.0,0.0,0.079365074634552,4.844833e-05,-0.002478017471730709,0.07711374014616013
,,,,,,,391,0.24,0.0,0.119047611951828,0.25601467,-5.387747660279274e-05,0.11471387650817633
,,,,,,,2264,0.2,0.0,0.119047611951828,0.2124211,-0.0001649586483836174,0.11571564478799701
,,,,,,,2263,0.16,0.0,0.119047611951828,0.16859098,-4.405202344059944e-05,0.11614332371391356
,,,,,,,2262,0.12,0.0,0.119047611951828,0.1256267,-0.00013027573004364967,0.11650099256075919
,,,,,,,2261,0.08,0.0,0.119047611951828,0.08311024,-0.0005517220124602318,0.11702308896929026
,,,,,,,2260,0.04,0.0,0.119047611951828,0.040987805,-0.0015545738860964775,0.11731532611884177
,,,,,,,386,0.0,0.0,0.119047611951828,4.7682784e-05,-0.0026755984872579575,0.11748927528969944
,,,,,,,392,0.24,0.0,0.158730149269104,0.25567713,-5.4677482694387436e-05,0.1555049999151379
,,,,,,,2259,0.2,0.0,0.158730149269104,0.21189785,-1.1702068150043488e-05,0.15626128297299147
,,,,,,,2258,0.16,0.0,0.158730149269104,0.16839866,-0.00011726422235369682,0.1565880235284567
,,,,,,,2257,0.12,0.0,0.158730149269104,0.12525907,7.474562153220177e-05,0.15707420848775655
,,,,,,,2256,0.08,0.0,0.158730149269104,0.08278065,-0.00046455254778265953,0.1572277283994481
,,,,,,,2255,0.04,0.0,0.158730149269104,0.040823035,-0.0016637765802443027,0.15775091981049627
,,,,,,,385,0.0,0.0,0.158730149269104,5.810242e-05,-0.003016253001987934,0.15750851354096085
,,,,,,,393,0.24,0.0,0.19841268658638,0.25528413,-8.226698264479637e-05,0.19609415298327804
,,,,,,,2254,0.2,0.0,0.19841268658638,0.21168171,-0.00010548904538154602,0.19650421501137316
,,,,,,,2253,0.16,0.0,0.19841268658638,0.16826966,-0.00022617820650339127,0.19670705124735832
,,,,,,,2252,0.12,0.0,0.19841268658638,0.12513046,-0.00013251276686787605,0.1973060619784519
,,,,,,,2251,0.08,0.0,0.19841268658638,0.082482204,-0.0006387471221387386,0.19736305146943778
,,,,,,,2250,0.04,0.0,0.19841268658638,0.040803533,-0.0017496119253337383,0.1980728204071056
,,,,,,,384,0.0,0.0,0.19841268658638,6.5505505e-05,-0.00292555196210742,0.19787176232784986
,,,,,,,394,0.24,0.0,0.238095223903656,0.2550559,-2.5816261768341064e-05,0.23641916853375733
,,,,,,,2249,0.2,0.0,0.238095223903656,0.21144773,-0.00019106827676296234,0.2366836725268513
,,,,,,,2248,0.16,0.0,0.238095223903656,0.16799906,-5.864165723323822e-05,0.2369105089455843
,,,,,,,2247,0.12,0.0,0.238095223903656,0.12483217,-0.00010986672714352608,0.23737486044410616
,,,,,,,2246,0.08,0.0,0.238095223903656,0.08210017,-0.00026278430595993996,0.23750137246679515
,,,,,,,2245,0.04,0.0,0.238095223903656,0.040395085,-0.0024643749929964542,0.237932660151273
,,,,,,,383,0.0,0.0,0.238095223903656,5.988218e-05,-0.0032033612951636314,0.23777947321650572
,,,,,,,395,0.24,0.0,0.2777777910232544,0.2548188,-0.00010768510401248932,0.27659113868139684
,,,,,,,2244,0.2,0.0,0.2777777910232544,0.21108243,-8.561694994568825e-05,0.27682540484238416
,,,,,,,2243,0.16,0.0,0.2777777910232544,0.16767888,-0.00017395801842212677,0.2770663456758484
,,,,,,,2242,0.12,0.0,0.2777777910232544,0.1244607,-0.00019368203356862068,0.2773349980416242
,,,,,,,2241,0.08,0.0,0.2777777910232544,0.08202646,-0.0008351351134479046,0.27759387125843205
,,,,,,,2240,0.04,0.0,0.2777777910232544,0.040342826,-0.002266055904328823,0.2777379149047192
,,,,,,,382,0.0,0.0,0.2777777910232544,5.708728e-05,-0.0035932580940425396,0.27771228083292954
,,,,,,,396,0.24,0.0,0.317460298538208,0.2544426,-0.00014740880578756332,0.31674369517713785
,,,,,,,2239,0.2,0.0,0.317460298538208,0.21080293,-0.0002450733445584774,0.3169288053177297
,,,,,,,2238,0.16,0.0,0.317460298538208,0.16718629,0.0001230207271873951,0.31728308289893903
,,,,,,,2237,0.12,0.0,0.317460298538208,0.12412703,-0.00015569571405649185,0.31733390543377027
,,,,,,,2236,0.08,0.0,0.317460298538208,0.08169971,-0.0005123354494571686,0.31771305156871676
,,,,,,,2235,0.04,0.0,0.317460298538208,0.03991066,-0.002377868629992008,0.31780235646874644
,,,,,,,381,0.0,0.0,0.317460298538208,5.772896e-05,-0.003916116431355476,0.3177398542757146
,,,,,,,397,0.24,0.0,0.3571428656578064,0.25391924,-5.240645259618759e-05,0.35666782429325394
,,,,,,,2234,0.2,0.0,0.3571428656578064,0.21031152,-0.00027189357206225395,0.35688681647297926
,,,,,,,2233,0.16,0.0,0.3571428656578064,0.16695897,-0.0003119674511253834,0.3570025713997893
,,,,,,,2232,0.12,0.0,0.3571428656578064,0.12412746,-5.200691521167755e-05,0.3574162680306472
,,,,,,,2231,0.08,0.0,0.3571428656578064,0.081492476,-0.0007204855792224407,0.35774943546857685
,,,,,,,2230,0.04,0.0,0.3571428656578064,0.040003467,-0.0026468243449926376,0.35770149482414126
,,,,,,,380,0.0,0.0,0.3571428656578064,7.8935176e-05,-0.003933385014533997,0.35758912708843127
,,,,,,,398,0.24,0.0,0.39682537317276,0.25361004,-6.935279816389084e-05,0.3966023606772069
,,,,,,,2229,0.2,0.0,0.39682537317276,0.21013908,-7.348600775003433e-06,0.396771602681838
,,,,,,,2228,0.16,0.0,0.39682537317276,0.16671728,9.470013901591301e-05,0.39678680259385146
,,,,,,,2227,0.12,0.0,0.39682537317276,0.123767965,-0.00018344353884458542,0.39684267991106026
,,,,,,,2226,0.08,0.0,0.39682537317276,0.08128801,-0.0008754441514611244,0.3971862280741334
,,,,,,,2225,0.04,0.0,0.39682537317276,0.040150333,-0.0024431520141661167,0.39746116555761546
,,,,,,,379,0.0,0.0,0.39682537317276,8.09785e-05,-0.00413726270198822,0.3971769430791028
,,,,,,,399,0.24,0.0,0.4365079402923584,0.25341156,-0.0001755896955728531,0.4363844543986488
,,,,,,,2224,0.2,0.0,0.4365079402923584,0.21044083,-0.000153339933604002,0.4365481417917181
,,,,,,,2223,0.16,0.0,0.4365079402923584,0.16670588,8.273078128695488e-05,0.4367006554675754
,,,,,,,2222,0.12,0.0,0.4365079402923584,0.12371007,-3.0396971851587296e-05,0.4367440343630733
,,,,,,,2221,0.08,0.0,0.4365079402923584,0.08119938,-0.0008072755299508572,0.4366726394800935
,,,,,,,2220,0.04,0.0,0.4365079402923584,0.03991727,-0.002636723220348358,0.4370203923317604
,,,,,,,378,0.0,0.0,0.4365079402923584,7.363316e-05,-0.003630851162597537,0.43690297577995807
,,,,,,,400,0.24,0.0,0.476190447807312,0.2533874,-0.000123634934425354,0.476053520309506
,,,,,,,2219,0.2,0.0,0.476190447807312,0.21027528,-0.00015822798013687134,0.4760560875874944
,,,,,,,2218,0.16,0.0,0.476190447807312,0.16649385,-7.777521386742592e-05,0.4762208422180265
