id,status,traj,step,moved,sign,file,error,z_extraction [mm],wallclock [s],KE_IE_steady_max [%],KE_IE_overall_max [%],AE_IE_final [%],E_ref [mJ],ETOTAL_drift [%],ALLIE_max [mJ],ALLPW [%],KE_final_over_IE_peak [%],F_n [N],F_t [N],F_fit_mode [-],F_fit_n [samples],F_fit_z [mm],SCOF_mean [-],SCOF_std [-],SCOF_n [samples],h_r [mm],h_p [mm],h_fp [mm],quality_flags,in_design,u_X,g_X,u_h,g_h,u_w,g_w,u_eps_c,g_eps_c,u_beta,g_beta,u_K,g_K,u_mu_eff,g_mu_eff,u_phi,g_phi
00021,SUSPECT,2,2,phi,-1,Design_00021_Results.csv,,1.9510739856801909,3714.0,0.03528091905282821,0.616167881760173,1.2624620037086687,1.9969786405563354,1.2344645338422198,1.1369127035140991,1.5147433009124773,0.0020326039491297618,7.738978790514392,4.641533074440892,ramp_fit,21,2.0,0.548029453358113,0.03578531948110991,75,0.034308950129233885,0.01539245441953059,0.029795523914220967,ETOTAL_drift=1.23%>1,1,1.0,60.0,1.0,0.45,1.0,0.35,1.0,0.2,0.0,1.0,1.0,1.0,0.6666666667,0.3166666667,0.3333333333,0.3166666667
00022,SUSPECT,2,3,w,-1,Design_00022_Results.csv,,1.9570405727923628,4392.0,0.037401594223483915,0.616167881760173,1.8430664937016852,1.9451876878738403,1.4223218748791553,1.1008989810943604,1.934320203681747,0.0014260139989062343,6.810411461503987,4.494993581400286,ramp_fit,21,2.0,0.6169098477862841,0.0284898129723195,74,0.03483665954536891,0.01760415228826251,0.03821696917981027,ETOTAL_drift=1.42%>1,1,1.0,60.0,1.0,0.45,0.3333333333,-0.1166666667,1.0,0.2,0.0,1.0,1.0,1.0,0.6666666667,0.3166666667,0.3333333333,0.3166666667
00023,SUSPECT,2,4,mu_eff,-1,Design_00023_Results.csv,,1.9749403341288783,3758.0,0.044053332861093523,0.6216774070314534,1.5902538630714047,0.8807899355888367,2.2391374122651966,0.7228607535362244,2.0197688544307066,0.0017016953247174279,6.611173012555932,2.117367277929792,ramp_fit,21,2.0,0.24467277430457238,0.05353775178276379,77,0.03482839307413536,0.02064114630026842,0.027438354361649132,ETOTAL_drift=2.24%>1; ALLPW=2.02%>2,1,1.0,60.0,1.0,0.45,0.3333333333,-0.1166666667,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.05,0.3333333333,0.3166666667
00024,SUSPECT,2,5,h,-1,Design_00024_Results.csv,,1.9809069212410502,4319.0,0.04620812233430255,0.6216774070314534,2.5134374173554046,0.8374278545379639,2.4332503205148908,0.6774927377700806,3.032780111871364,0.0014794575305879028,5.871035551095934,1.9969718580122109,ramp_fit,21,2.0,0.24999406656105647,0.06128745305633763,78,0.035778566848448004,0.02161424293304664,0.03260256525886311,AE_IE_final=2.51%>2; ETOTAL_drift=2.43%>1; ALLPW=3.03%>2,1,1.0,60.0,0.3333333333,0.15,0.3333333333,-0.1166666667,1.0,0.2,0.0,1.0,1.0,1.0,0.0,0.05,0.3333333333,0.3166666667
00025,SUSPECT,2,6,K,-1,Design_00025_Results.csv,,1.9809069212410502,4986.0,0.04644346824790189,0.6216774070314534,2.71729161083441,0.8550164699554443,2.2737346264805716,0.694140613079071,3.2564054501019046,0.001840424987705544,5.992577845916085,2.061303233687494,ramp_fit,21,2.0,0.2569325908253264,0.06069147192124586,78,0.03574161543885511,0.02122863263248983,0.037586446902456376,AE_IE_final=2.72%>2; ETOTAL_drift=2.27%>1; ALLPW=3.26%>2,1,1.0,60.0,0.3333333333,0.15,0.3333333333,-0.1166666667,1.0,0.2,0.0,1.0,0.3333333333,0.852,0.0,0.05,0.3333333333,0.3166666667
00026,SUSPECT,2,7,eps_c,-1,Design_00026_Results.csv,,1.9809069212410502,4148.0,0.045672253683457384,0.6216774070314534,2.70959174074954,0.8507131934165955,2.2574454226066325,0.6904258728027344,3.1773879708243746,0.0018706585359773856,5.923430067120173,2.046717197348027,ramp_fit,21,2.0,0.257160723189726,0.060139726911295564,77,0.03576955372505692,0.02115948836754231,0.03670066523586177,AE_IE_final=2.71%>2; ETOTAL_drift=2.26%>1; ALLPW=3.18%>2,1,1.0,60.0,0.3333333333,0.15,0.3333333333,-0.1166666667,0.3333333333,0.1,0.0,1.0,0.3333333333,0.852,0.0,0.05,0.3333333333,0.3166666667
00027,SUSPECT,2,8,beta,1,Design_00027_Results.csv,,1.9749403341288783,4024.0,0.036855173076470515,0.6216774070314534,1.9538030987996398,0.942208468914032,1.9615311312579333,0.7816888093948364,2.5502642789386267,0.0017484391806669517,7.120942229316345,2.279776436425905,ramp_fit,21,2.0,0.22526849881868644,0.060869703850727395,78,0.03490422626276457,0.01870478939283731,0.0284516911723926,ETOTAL_drift=1.96%>1; ALLPW=2.55%>2,1,1.0,60.0,0.3333333333,0.15,0.3333333333,-0.1166666667,0.3333333333,0.1,0.6666666667,23.66666667,0.3333333333,0.852,0.0,0.05,0.3333333333,0.3166666667
00028,SUSPECT,3,0,,0,Design_00028_Results.csv,,1.9809069212410502,6772.0,0.105509502109308,0.6164701096312117,6.276555746342074,1.472575068473816,2.2330137066491917,1.03749680519104,4.094689294499125,0.0037643788670337934,2.6688546535772666,3.2684816591667376,ramp_fit,21,2.0,1.0314366245713145,0.12767168801349452,82,0.03886287946026121,0.008702965717264378,0.06617320471330185,AE_IE_final=6.28%>2; ETOTAL_drift=2.23%>1; ALLPW=4.09%>2,1,1.0,60.0,0.3333333333,0.15,0.0,-0.35,0.0,0.05,0.0,1.0,0.6666666667,0.926,1.0,0.45,0.3333333333,0.3166666667
00029,MISSING,3,1,K,-1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,,,,,1,1.0,60.0,0.3333333333,0.15,0.0,-0.35,0.0,0.05,0.0,1.0,0.0,0.778,1.0,0.45,0.3333333333,0.3166666667
00030,MISSING,3,2,phi,1,,no *_Results.csv for this design id,,,,,,,,,,,,,,,,,,,,,,,1,1.0,60.0,0.3333333333,0.15,0.0,-0.35,0.0,0.05,0.0,1.0,0.0,0.778,1.0,0.45,1.0,0.95
00031,SUSPECT,3,3,h,1,Design_00031_Results.csv,,1.9749403341288783,4249.0,0.0437696038186763,0.6015603691301976,2.9853843311883033,2.2571215629577637,0.8777103030109406,1.3411461114883423,3.341230809499977,0.0031406908717412346,5.8473118827456485,5.512870088800205,ramp_fit,21,2.0,0.8444994943601104,0.07671482647490836,74,0.036206833401180694,0.008364171516900464,0.06304624280906229,AE_IE_final=2.99%>2; ALLPW=3.34%>2,1,1.0,60.0,1.0,0.45,0.0,-0.35,0.0,0.05,0.0,1.0,0.0,0.778,1.0,0.45,1.0,0.95
00032,SUSPECT,3,4,eps_c,1,Design_00032_Results.csv,,1.9510739856801909,3723.0,0.04437555447788422,0.6015603691301976,3.0682101353320204,2.3820247650146484,0.734635463427801,1.4294154644012451,3.4576627755397493,0.0025199902723419144,6.261021122787936,5.960689575641182,ramp_fit,21,2.0,0.8424491049954802,0.07863745538707921,76,0.035120319910312656,0.006747903344763516,0.06437139540009526,AE_IE_final=3.07%>2; ALLPW=3.46%>2,1,1.0,60.0,1.0,0.45,0.0,-0.35,0.6666666667,0.15,0.0,1.0,0.0,0.778,1.0,0.45,1.0,0.95
00033,SUSPECT,3,5,mu_eff,-1,Design_00033_Results.csv,,1.9749403341288783,4938.0,0.05220919155465807,0.5931382616216563,2.8117757241711803,1.3512206077575684,1.1681572792914954,0.897072434425354,2.571376598387629,0.0017387315384724059,6.58505178013921,3.3160560709057414,ramp_fit,21,2.0,0.428428583051843,0.0569202066425792,77,0.03473421459059739,0.015489751229671705,0.04784173623378282,AE_IE_final=2.81%>2; ETOTAL_drift=1.17%>1; ALLPW=2.57%>2,1,1.0,60.0,1.0,0.45,0.0,-0.35,0.6666666667,0.15,0.0,1.0,0.0,0.778,0.3333333333,0.1833333333,1.0,0.95
