# Simulated using Abaqus — Aarhus University
# Made by Peter Thorhauge Moellmann(ft. Jacques Nithart)
# Simulation date and time: 2026-06-15 15:43:38
# ----------------------------
# Indenter type: rockwell with tip radius 0.2mm and cone angle 60 degrees
# Material parameters: rho=1.2e-09, C10=10, C01=1, D1=0.005, mu_friction=0.3
# WallclockTime=2476.00 s
Time,RF1,RF2,RF3,ALLKE,ALLIE,ALLAE,ALLPW,ETOTAL,NodeLabel,x_undeformed,y_undeformed,z_undeformed,x_deformed,y_deformed,z_deformed
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.004005432128906,11,0.24,0.0,0.0,0.24892798,3.1956005841493607e-06,-0.00758427893742919
0.0010001653572544456,4.890430318482686e-07,-4.423625796334818e-05,1.3318528544914443e-05,1.0767800713573639e-11,3.4770606394118886e-09,1.6366519250965439e-09,0.0,40.004005432128906,606,0.22,0.0,0.0,0.22672336,4.545552656054497e-06,-0.006710264831781387
0.002000006614252925,9.920036063704174e-07,-8.797571354079992e-05,2.6405134121887386e-05,8.0109165828679e-12,2.108427210600894e-08,1.0577594800054158e-08,0.0,40.004005432128906,607,0.2,0.0,0.0,0.20487458,2.589309588074684e-06,-0.0059129539877176285
0.0030001632403582335,1.4606016520701814e-06,-0.00013064636732451618,3.9314043533522636e-05,6.04749583743569e-11,5.956295723308358e-08,3.3792556308753774e-08,0.0,40.004005432128906,608,0.18,0.0,0.0,0.18333495,2.660788595676422e-06,-0.005254160612821579
0.004000165965408087,1.9701394649018766e-06,-0.00017437056521885097,5.251677066553384e-05,7.401663310036e-11,1.2222457712596224e-07,7.405930801951399e-08,0.0,40.004005432128906,609,0.16,0.0,0.0,0.1620519,1.8486753106117249e-06,-0.004679511766880751
0.005000085569918156,9.665034667705186e-06,-0.00035010831197723746,0.00010986791312461719,1.3080504734919174e-10,2.1776594394395943e-07,1.2168078455943032e-07,0.0,40.004005432128906,610,0.14,0.0,0.0,0.14114925,1.7704442143440247e-06,-0.004179361741989851
0.006000041030347347,1.804717794584576e-05,-0.0005715710576623678,0.00017824763199314475,1.5159046240498242e-10,3.645487254289037e-07,1.79280974066387e-07,0.0,40.004005432128906,611,0.12,0.0,0.0,0.12052305,4.977919161319733e-06,-0.0037168399430811405
0.007000173907727003,2.562449299148284e-05,-0.0007931878790259361,0.00024562468752264977,2.5552865379196987e-10,5.683345420948172e-07,2.5616861876187613e-07,0.0,40.004005432128906,612,0.1,0.0,0.0,0.10029192,1.0044313967227936e-06,-0.0035145955625921488
0.008000052534043789,3.411783109186217e-05,-0.0010164134437218308,0.000313278054818511,2.766973872248002e-10,8.301124694298778e-07,3.520173095239443e-07,0.0,40.004005432128906,613,0.08,0.0,0.0,0.08009595,7.96513631939888e-07,-0.003244004910811782
0.009000014513731003,4.243630246492103e-05,-0.001244249171577394,0.00038166006561368704,2.8323723921808153e-10,1.1501755352583132e-06,4.6343222948053153e-07,0.0,40.004005432128906,614,0.06,0.0,0.0,0.060061883,-5.175825208425522e-07,-0.003207010217010975
0.010000166483223438,5.412166137830354e-05,-0.0015118145383894444,0.000457375223049894,4.721599222712314e-10,1.530922645542887e-06,5.855396238985122e-07,0.0,40.004005432128906,615,0.04,0.0,0.0,0.040052015,3.1189993023872375e-06,-0.003387839999049902
0.011000140570104122,7.795619603712112e-05,-0.0018772321054711938,0.0005695077707059681,5.517008516697786e-10,1.980419483516016e-06,7.008281954767881e-07,0.0,40.004005432128906,616,0.02,0.0,0.0,0.020041285,1.8174760043621063e-06,-0.0035993230994790792
