Recipe, UpperSample, LowerSample, OtherInfo, Averaging, LogFrequency, Type, Radius,TestDate, Operator, Customer, RefStd, Temperature, RH, Liquid, LastCalibDate, LCFz, LCFx, Tip, OtherData, samplevsscratch only.Rx,,,,10,1000,Scratch,1,9/3/2026 10:04:49 AM,,,ASTM/ISO,,,N/A,N/A,,,,Linear: 0.1 to 10;5;2;1.010101,0.3,
Step, Timestamp, RecipeStep, DAQ.Fz (N),DAQ.CAP (um),DAQ.Fx (N),DAQ.COF (),XYZ.X Position (mm),XYZ.Y Position (mm),XYZ.Z Position (mm),XYZ.Z Depth (mm),
2,0.002,2,0.1066263,392.0111,-0.01378758,0.1293075,4.167,-11.3903,-35.7973,-0.01510239,
2,0.012,2,0.1063727,391.9952,-0.01446444,0.1359789,4.167,-11.3903,-35.7973,-0.01510239,
2,0.022,2,0.1074247,392.0029,-0.01533077,0.1427118,4.167,-11.3903,-35.7973,-0.01510239,
2,0.032,2,0.1079008,392.0172,-0.01379069,0.127809,4.167,-11.3903,-35.7973,-0.01510239,
2,0.042,2,0.1052676,391.9918,-0.0148221,0.1408041,4.167,-11.3903,-35.7973,-0.01510239,
2,0.052,2,0.1055283,392.0168,-0.01522137,0.1442397,4.167,-11.3903,-35.7973,-0.01510239,
2,0.062,2,0.1073853,392.0079,-0.01476773,0.1375209,4.167,-11.3903,-35.7973,-0.01510239,
2,0.072,2,0.1055003,392.0132,-0.01550524,0.1469687,4.167,-11.3903,-35.7973,-0.01510239,
2,0.082,2,0.1065362,392.004,-0.01455573,0.1366271,4.167,-11.3903,-35.7973,-0.01510239,
2,0.092,2,0.1069555,392.0283,-0.01277157,0.1194101,4.167,-11.3903,-35.7973,-0.01510239,
2,0.102,2,0.1037913,392.0049,-0.01134324,0.1092889,4.167,-11.3903,-35.7973,-0.01510239,
2,0.112,2,0.1076187,392.0257,-0.01255012,0.1166165,4.167,-11.3903,-35.7973,-0.01510239,
2,0.122,2,0.1055744,392.0108,-0.012608,0.1194229,4.167,-11.3903,-35.7973,-0.01510239,
2,0.132,2,0.1067766,392.0158,-0.01217326,0.1140068,4.167,-11.3903,-35.7973,-0.01510239,
2,0.142,2,0.1067507,392.0273,-0.01227626,0.1149994,4.167,-11.3903,-35.7973,-0.01510239,
2,0.152,2,0.1051068,392.0035,-0.0131811,0.1254067,4.167,-11.3903,-35.7973,-0.01510239,
2,0.162,2,0.1058854,392.029,-0.01173329,0.1108112,4.167,-11.3903,-35.7973,-0.01510239,
2,0.172,2,0.1072624,392.015,-0.01278674,0.1192099,4.167,-11.3903,-35.7973,-0.01510239,
2,0.182,2,0.1024312,392.0273,-0.01150379,0.1123075,4.167,-11.3903,-35.7973,-0.01510239,
2,0.192,2,0.1037625,392.0161,-0.01243684,0.1198587,4.167,-11.3903,-35.7973,-0.01510239,
2,0.202,2,0.1046207,392.0314,-0.01214504,0.1160864,4.167,-11.3903,-35.7973,-0.01510239,
2,0.212,2,0.1018226,392.0254,-0.01227411,0.1205442,4.167,-11.3903,-35.7973,-0.01510239,
2,0.222,2,0.1025678,392.0352,-0.01285275,0.1253098,4.167,-11.3903,-35.7973,-0.01510239,
2,0.232,2,0.1017653,392.0256,-0.01453016,0.1427812,4.167,-11.3903,-35.7973,-0.01510239,
2,0.242,2,0.1043925,392.0419,-0.01551468,0.1486188,4.167,-11.3903,-35.7973,-0.01510239,
2,0.252,2,0.1051546,392.0186,-0.01852813,0.1761989,4.167,-11.3903,-35.7973,-0.01510239,
2,0.262,2,0.1039036,392.0365,-0.01911693,0.1839871,4.167,-11.3903,-35.7973,-0.01510239,
2,0.272,2,0.1014668,392.0563,-0.02282877,0.2249875,4.167,-11.3903,-35.7973,-0.01510239,
2,0.282,2,0.104806,392.0375,-0.02309883,0.220396,4.167,-11.3903,-35.7973,-0.01510239,
2,0.292,2,0.1019196,392.0308,-0.02190268,0.2149015,4.167,-11.3903,-35.7973,-0.01510239,
2,0.302,2,0.1042676,392.0254,-0.02297393,0.2203363,4.167,-11.3903,-35.7973,-0.01510239,
2,0.312,2,0.1036335,392.0402,-0.02324919,0.2243404,4.167,-11.3903,-35.7973,-0.01510239,
2,0.322,2,0.1023084,391.9653,-0.02267134,0.221598,4.167,-11.3903,-35.7973,-0.01510239,
2,0.332,2,0.1047349,392.0251,-0.02183576,0.2084861,4.167,-11.3903,-35.7973,-0.01510239,
2,0.342,2,0.1038514,392.0103,-0.02158314,0.2078272,4.167,-11.3903,-35.7973,-0.01510239,
2,0.352,2,0.1050904,392.0302,-0.02035335,0.1936746,4.167,-11.3903,-35.7973,-0.01510239,
2,0.362,2,0.1028828,392.0156,-0.02012916,0.1956513,4.167,-11.3903,-35.7973,-0.01510239,
2,0.372,2,0.1033329,392.01,-0.02100608,0.2032854,4.167,-11.3903,-35.7973,-0.01510239,
