qoi,factor,mu_star,mu_star_lo,mu_star_hi,sigma,sigma_ratio,rel,rel_lo,mu_signed,n_eff,mu_star_threshold,verdict
Fn_half_N,X,2.4539619768826753,1.4931933414722045,3.1611687071362167,0.9621274898754161,0.3920710666827971,1.0,0.6084826723228379,2.4539619768826753,6,0.4907923953765351,RETAIN
Fn_half_N,h,0.523326205720889,0.10594681947767919,1.2462854190273815,0.6716639270904382,1.2834517357394937,0.21325766684685243,0.043173782020969165,0.523326205720889,6,0.4907923953765351,RETAIN?
Fn_half_N,w,0.9699903021858364,0.4526480141160708,1.4501759094838145,0.5636212208386662,0.5810586142650779,0.3952751963247766,0.1844560015111074,0.9699903021858364,6,0.4907923953765351,RETAIN?
Fn_half_N,eps_c,0.14419674924444054,0.03205750769866314,0.29748862737595877,0.2112634085017209,1.4651052094356842,0.05876079197755827,0.013063571481815108,-0.014589184272222328,5,0.4907923953765351,freeze
Fn_half_N,beta,0.5991592484552913,0.20435072656397926,1.0222812220533444,0.5035724770199252,0.8404651656770701,0.24415995606273297,0.08327379498502692,0.5991592484552913,7,0.4907923953765351,RETAIN?
Fn_half_N,K,0.06876169364580333,0.02281476435044817,0.13481801184583814,0.07825095777517235,1.1380021873552002,0.028020684221502445,0.00929711404063004,-0.05745474695282161,6,0.4907923953765351,freeze
Fn_half_N,mu_eff,0.1834546981712632,0.03760503926064088,0.344867813464891,0.2518853482701252,1.3730111617799994,0.07475857405268763,0.015324214317457122,0.04088911157830215,5,0.4907923953765351,freeze
Fn_half_N,phi,0.0885928675538888,0.020626298929966348,0.1922937645486966,0.1233518764860888,1.3923454550227417,0.036101972397482036,0.008405305022765028,0.05198376939087492,5,0.4907923953765351,freeze
scof,X,0.26927407243213947,0.2012211550712203,0.3292266013567011,0.07547121551667949,0.28027657781905163,0.39260830939735497,0.29338545963204127,0.26927407243213947,6,0.13717186620195032,RETAIN
scof,h,0.027634019663425134,0.006779715779491399,0.05573542818132892,0.03041174199266817,1.1005182149783108,0.04029108946107235,0.009884994594314274,-0.02641395881043739,6,0.13717186620195032,freeze
scof,w,0.06550346870392997,0.026084504996918216,0.11194992443437213,0.05022534252851514,0.766758517102802,0.09550569007713716,0.03803185845487512,-0.06436609946743153,6,0.13717186620195032,freeze
scof,eps_c,0.009900581100619992,0.004349791610044437,0.016601769194930387,0.009716939638396387,0.981451446096219,0.014435294021652998,0.00634210458818208,0.007606467573655603,5,0.13717186620195032,freeze
scof,beta,0.05353615450294212,0.026561462665143365,0.09155388036218266,0.04084652490980911,0.7629708425838535,0.07805704768078885,0.03872727462355646,-0.05353615450294212,7,0.13717186620195032,freeze
scof,K,0.034024767064234546,0.004756320939290411,0.07367187314062923,0.0405640486280089,1.1921918099080298,0.04960895846403638,0.006934834483170114,-0.034024767064234546,6,0.13717186620195032,freeze
scof,mu_eff,0.6858593310097516,0.5282161920338372,0.9312345490915208,0.22269808360401086,0.3246993567560642,1.0,0.7701523740388202,0.6858593310097516,5,0.13717186620195032,RETAIN
scof,phi,0.1069313382231523,0.014942120261108069,0.2619200018792338,0.16873452997060595,1.5779708060744375,0.15590855644658708,0.02178598378053651,-0.05758034424943378,5,0.13717186620195032,freeze
residual_depth_mm,X,0.02283258582579328,0.015946799913539537,0.03173737137421597,0.009311725762141053,0.4078261583329681,1.0,0.6984228608712781,0.02283258582579328,6,0.004566517165158656,RETAIN
residual_depth_mm,h,0.001540332262441901,0.00044693443114301594,0.0026171330548239776,0.002101324096769428,1.3642018335954231,0.06746201565579289,0.01957441152539664,-5.892940644409109e-06,6,0.004566517165158656,freeze
