rank,factor,rel_max,rel_mean,rank_best,rank_mean,sigma_ratio_max,rel_lo_best,n_qoi_retained,retained_in,verdict
1,X,1.0,0.8481520773493387,1,1.25,0.4078261583329681,0.8099358398708892,4,Fn_half_N;scof;residual_depth_mm;pile_up_mm,RETAIN
2,mu_eff,1.0,0.5166115564895803,1,2.5,1.3730111617799994,0.7701523740388202,3,scof;residual_depth_mm;pile_up_mm,RETAIN
3,w,0.3952751963247766,0.26388119942068405,2,3.25,0.9019249192514762,0.2672565185609678,3,Fn_half_N;residual_depth_mm;pile_up_mm,RETAIN
4,K,0.3244936688794927,0.1291829726192066,3,5.75,1.2287208474128055,0.11730433231248784,1,residual_depth_mm,RETAIN
5,beta,0.2908030695228292,0.21063762543034947,3,4.25,0.8404651656770701,0.19330166409336716,3,Fn_half_N;residual_depth_mm;pile_up_mm,RETAIN
6,h,0.21325766684685243,0.11720451861591771,4,5.5,1.3642018335954231,0.043173782020969165,1,Fn_half_N,RETAIN
7,phi,0.15590855644658708,0.06829610674688405,3,6.25,1.8793487169337628,nan,0,,freeze
8,eps_c,0.05876079197755827,0.03960313620583901,6,7.25,1.572057521535365,nan,0,,freeze
