rank,factor,rel_max,rel_mean,rank_best,rank_mean,sigma_ratio_max,rel_lo_best,n_qoi_retained,retained_in,verdict
1,X,1.0,0.7895008501278201,1,1.25,0.529358796051589,0.7805348291681776,3,F_n;h_r;h_p,RETAIN
2,mu_eff,1.0,0.5021024862404693,1,2.75,1.369079669702902,0.8437805616984575,3,SCOF_mean;h_r;h_p,RETAIN
3,h,0.5664533045482003,0.2870447357082019,2,5.25,1.2429334603519944,0.24002120075373087,3,F_n;h_r;h_p,RETAIN
4,beta,0.5403485390032172,0.3277993856266012,3,3.75,0.7001612216809627,0.38811379013584674,3,F_n;h_r;h_p,RETAIN
5,w,0.5128369463215248,0.34247652337986934,2,3.0,0.7696525845446563,0.36209307922891876,3,F_n;h_r;h_p,RETAIN
6,K,0.3151911699533557,0.1281991935381193,5,6.25,2.1000370019253403,0.14366763122534587,1,h_p,RETAIN
7,eps_c,0.12297034398185734,0.08562324975956477,6,6.5,1.4440959918212875,nan,0,,freeze
8,phi,0.11995948251420815,0.07313060928716877,5,7.25,1.8969370955335525,nan,0,,freeze
